user_identifier,total_purchase,total_rake,total_rake_apd,total_games
45449823,100,22.5,1,5
45455261,50,6.54,1,6
45459483,25,6.12,1,28
45464948,25,0.87,1,6
45660802,25,8,2,2
45872929,25,7.3,1,13
46086555,100,8.74,1,16
46496790,50,17.3,1,13
46502831,350,83.95,2,23
46917032,200,72.9,2,192
46926272,100,45,1,3
47125070,50,4.47,1,5
47133443,100,6.48,1,5
47557015,125,52.03,2,27
47966493,50,34.75,1,18
48381901,25,0.87,1,5
48591567,100,208.85,2,53
48591889,100,32.02,2,27
49012456,150,24.22,2,6
49234447,50,0,0,0
49445917,100,7.25,1,1
49645816,50,8.35,1,3
49645882,50,8.83,1,4
49650014,50,11.64,2,81
49864746,200,52,1,10
50060786,50,1.5,1,2
50081091,50,10.67,2,5
50291707,25,3.14,1,30
50298921,50,7.8,1,2
50519642,25,1.49,1,1
50520395,50,0,0,0
50707904,25,7,2,10
50727472,100,40.2,2,41
50900392,127,32.28,2,111
50922861,500,125.12,1,38
51131599,100,16.5,1,4
51160621,25,4,1,1
51330507,50,0,0,1
51344802,50,4.77,1,5
51528691,100,45.71,2,4
51530640,100,9.18,1,16
51558271,50,8.94,1,9
51567102,28,4,1,1
51740222,100,15,1,2
51745959,900,287,1,33
51750719,100,12,1,2
51753703,50,11.35,2,46
51761216,100,26.53,1,36
51788575,50,8,1,1
51957072,50,8,1,2
51968906,50,8,1,1
52170733,100,16,1,2
52191765,30,4.45,1,2
52363544,150,44.33,1,17
52364490,25,13.06,2,21
52373399,33,7.76,1,1
52411207,25,7.55,1,6
52616515,100,4,1,1
52791931,25,3.33,1,1
52816561,150,51.5,1,31
52828306,25,1.38,1,6
52990317,100,47.53,2,11
52996597,100,13,2,2
53017724,25,9.85,2,16
53207017,50,12.42,2,13
53213676,100,10.57,1,6
53220462,50,7.5,1,5
53224346,100,92.5,2,25
53434400,50,19.76,2,22
53655383,200,65.48,2,46
53846816,100,9.5,1,3
53852611,25,2.1,1,24
53862108,150,26.65,2,20
54053958,25,4,1,1
54058578,500,38.28,1,11
54059484,50,85.45,2,19
54264304,1000,142.9,1,2
54277870,4897,3036.67,2,34
54459403,30,2.02,1,19
54696111,50,7.33,1,7
54875363,64,1.36,1,5
54886116,50,8.3,1,2
54901379,40,2.07,1,8
55096393,50,0.98,1,5
55304540,50,10.03,1,4
55318394,50,17.02,1,58
55520848,50,3.75,1,10
55524040,50,0,0,0
55534029,50,4,1,1
55534278,125,35.46,2,142
55947719,100,7.16,1,7
55952454,100,1.19,1,7
56144935,25,2.67,1,6
56147467,25,0.34,1,2
56153957,25,3.73,1,4
56158380,100,31.08,2,10
56573743,350,119.5,1,20
56990041,50,4.64,1,13
56997173,300,78.63,1,44
57182524,100,3.82,1,5
57207204,100,14,1,5
57393052,50,26.67,1,12
57400733,100,103.76,2,242
57411798,25,14.11,1,41
58033837,50,10.59,1,11
58247095,600,226.62,2,62
58251204,50,3.04,1,1
58448845,25,0.73,1,2
58458244,25,7.61,1,8
58645844,100,19.08,1,8
58652948,50,7.33,1,3
58664817,500,17.5,1,2
58855953,100,23.4,1,14
58869145,100,12,1,5
58882383,100,26.26,1,75
59066524,100,24.64,1,19
59291744,50,8.3,1,3
59498701,25,4,1,1
59505400,100,6.99,1,17
59906275,25,80.9,2,369
59913821,50,0,0,0
59917799,30,0,0,0
59921542,25,4,1,1
60558117,100,15.64,2,132
60560710,100,5.02,1,6
60561612,50,12,2,2
60745150,100,18.3,1,12
60752327,50,8.69,1,4
60772901,50,8,1,1
60959466,50,5.55,1,15
60978128,25,17.75,2,25
60978804,100,75.61,1,127
61173404,100,31.2,1,9
61182237,25,20,1,27
61597185,50,7,1,4
61816582,25,3.75,1,5
62008497,50,8.27,1,4
62009516,150,33.33,2,66
62021778,280,47.5,1,29
62216435,25,3.02,1,12
62416094,50,12,1,8
62431861,25,0,0,3
62858131,25,6.67,1,3
62859503,50,26.05,1,28
63062972,50,8,1,2
63068929,100,27,2,6
63673020,45,3.52,1,9
63683021,900,238,2,17
63684305,50,7.33,1,3
63882714,100,27.33,1,4
63903874,25,4.3,1,2
64108120,100,15,1,1
64318597,25,2.58,1,10
64512410,150,19.11,1,81
64526814,50,8.13,1,18
64527188,50,3.33,1,2
64720564,50,7.97,1,7
64725936,25,4.16,1,2
64950362,100,16,1,2
65347240,500,75,1,3
65358396,25,4,1,1
65358495,50,8.3,1,9
65359216,150,51.7,1,19
65564799,100,36.34,1,66
65571902,50,8,1,1
65981175,150,127.13,2,159
65987589,25,1.09,1,5
65987711,50,7.52,2,30
66189540,100,15,1,1
66397758,35,17.05,1,50
66605572,500,3024.71,2,648
66616855,100,0,0,1
66826540,25,2.12,1,4
67034071,150,3.34,1,9
67036458,50,7.03,1,5
67233130,50,0,0,0
67660248,50,32,1,5
67664760,30,0.96,1,2
68083965,50,8,1,1
68500670,25,25.13,2,9
68706724,50,26.5,1,24
68918961,200,59.68,1,19
69117285,50,14.17,2,24
69120479,50,0,0,0
69124805,100,180.2,2,62
69126906,100,34.15,1,10
69129883,50,27,1,6
69331644,50,6,1,3
69757184,50,8,1,1
69963585,231,45,1,5
70584620,100,23.33,1,8
70594480,50,5.54,1,11
70799066,50,53.33,1,29
70801725,100,18.1,1,8
70803434,25,4.5,1,3
71218435,25,2.06,1,9
71220007,50,4,1,1
71222946,100,10.43,1,5
71228090,50,81.02,2,145
71421155,300,136,2,23
71433031,180,45,1,3
71636859,100,31.78,2,10
71841433,150,112.33,2,18
72058623,25,40.85,1,22
72259673,100,19,1,4
72261901,50,35,1,5
72683722,50,30.11,2,16
72692424,25,8.79,2,11
72694587,25,0.32,1,5
72892086,50,8,1,2
72893786,25,21.03,1,33
72902168,50,4.5,2,6
73096334,50,20.9,2,3
73101238,125,79.34,2,25
73104783,100,12.63,1,6
73108813,50,5.5,1,2
73306138,50,12,1,3
73315164,25,14,1,73
73322586,50,13.5,2,4
73515102,25,1.6,1,12
73519010,100,15,1,1
73725138,100,133.7,2,182
73729275,750,231,2,31
73738515,50,0,0,1
73937260,25,26.89,1,12
73939075,400,122.5,2,17
73941319,50,4.73,1,5
74353981,100,15.33,1,11
74360156,25,4.5,1,4
74360684,50,48.55,2,156
74362224,100,17.5,1,4
74981282,25,12.5,1,10
74987790,25,1.99,2,5
74988224,25,6,1,4
74995748,50,15.34,1,11
75199447,25,3.75,1,7
75613053,100,54.58,2,24
75617077,200,51.5,1,6
75618739,100,21.21,2,124
75626251,400,382.99,2,47
75830410,100,23,1,7
76047299,50,12.24,2,25
76453351,100,32.65,1,182
76457191,50,1.93,1,8
76668965,100,40.48,2,44
76671362,200,38.15,2,15
76883435,50,3.52,1,7
76883823,50,2.61,1,3
77080173,50,8.63,1,13
77080858,100,12,1,16
77086047,100,72.83,2,50
77090232,25,10.5,1,10
77304673,50,14.69,1,24
77509951,50,8.51,1,16
77712370,25,4.75,1,2
77723802,100,26,1,8
77916583,100,8.43,1,8
77932599,50,8.26,1,2
77934438,75,12.5,1,5
78135033,50,0,0,0
78135810,25,3.62,1,13
78346138,1500,472.58,2,45
78769006,50,6.14,1,20
78771500,200,38.17,1,9
78966749,50,4,1,1
79186986,190,86.97,1,203
79389029,50,7.5,1,4
79590446,100,53.33,1,23
79598194,100,28.84,2,3
79611257,25,44,1,14
80025484,25,4.72,1,4
80234236,50,12.34,2,36
80236815,50,8.17,1,2
80855486,50,8.21,1,5
81056106,75,12,1,2
81065384,50,7.33,1,3
81476012,82,20.67,2,7
81909445,100,94.85,1,8
82103063,100,6.67,1,5
82104238,500,75,1,3
82522003,75,12,1,3
82528686,50,18.21,1,14
82731360,25,2.88,1,21
82733033,25,4,1,1
82746704,25,4,1,2
83569459,100,21.33,1,8
83590227,25,8.1,1,35
83590585,50,3.86,1,3
84219136,100,4.39,1,9
84412870,25,5.25,1,7
84419585,100,19.78,1,1
84629715,50,8,1,2
84825744,100,31.32,2,27
84829809,50,0,0,1
84838426,50,51.89,2,19
85039065,50,8.05,1,7
85054567,25,62.83,1,11
85056573,50,8.25,1,4
85057821,100,10,1,6
85253842,100,16.72,1,11
85254030,50,10,2,7
85667511,200,292.12,2,35
85676626,50,8,1,1
85892457,100,60.41,1,29
86296740,50,141.17,2,12
86298871,25,0,0,2
86300170,25,1.62,1,7
86310196,500,102.33,1,12
86729213,50,3.98,1,17
86730391,200,30,1,2
86732759,50,28.75,2,5
86930314,150,147.33,1,24
87146672,50,0,0,0
87348922,100,12.27,1,19
87553930,50,55,1,7
87560993,1100,309.9,2,188
87767096,75,24.11,2,8
87986431,100,2.95,1,12
88385741,50,16.76,2,16
88599890,200,30,1,2
88616379,25,73.28,2,179
88814509,100,47,1,6
89229840,50,6,1,8
89245126,50,31.65,2,7
89436872,50,9,2,6
89445818,50,4.72,1,10
89446200,50,9.92,2,7
89460491,50,8,1,2
89654508,100,24.25,1,11
89656644,50,7.56,1,1
89670484,50,8.5,1,3
90065937,50,0.12,1,1
90079826,75,10.5,1,6
90272514,50,17.25,1,7
90273321,40,0,0,0
90291163,25,8.62,2,24
90495081,50,11.45,2,12
90710943,100,5.23,2,4
91109833,100,11.13,2,14
91322430,50,4.92,1,37
91331829,50,9.95,1,16
91342362,100,14.67,1,5
91343553,25,2.14,1,15
91949930,50,7.33,1,2
91961908,50,11.2,1,15
91979949,50,4.26,1,4
92167617,50,8.29,1,3
92175322,50,1.62,2,5
92370358,25,38.79,2,25
92584257,30,0,0,0
92591529,25,4.34,1,5
92595683,100,12,1,3
92796678,50,29.68,2,142
93002684,40,40,2,24
93204001,50,5.53,1,8
93422344,100,68.33,2,33
93632049,100,24,2,6
93834641,25,49.14,1,111
93843309,700,186.33,1,29
94264741,25,7.79,2,20
94265119,60,0,0,1
94459596,100,13.95,1,17
94465114,50,13.8,2,11
94465918,50,66.5,2,19
94475850,50,4.37,1,12
94679279,25,1.5,1,1
94679858,50,3.33,1,5
94684447,50,8,1,2
94685801,25,4,1,1
94686266,100,16,1,3
95100738,50,8,1,1
95303984,25,5.95,1,1
95306354,275,74.5,1,16
95524023,100,18.13,2,15
95726835,50,106.48,2,52
95729943,50,10.07,1,28
95937179,100,45.46,2,42
95937420,100,195,1,6
95941088,100,21.5,1,7
95942207,50,6.33,2,65
96347901,200,71.61,1,41
96358779,25,14.2,2,39
96360913,50,7,1,3
96976901,50,8.08,1,3
97186297,1000,223,2,20
97190835,100,412.26,2,39
97191850,100,17.66,1,35
97194823,100,0.86,1,10
97401361,50,8,1,2
97610070,50,1.29,1,9
97819412,25,5.74,1,24
97819789,25,9.85,1,5
97821562,30,1.54,1,5
97832975,25,3.33,1,3
98243710,100,17,1,7
98246305,100,54.74,1,66
98246333,100,195.28,2,12
98247062,100,16.79,2,16
98651963,125,206.2,2,39
98654540,50,1,1,2
98660790,22400,5843.33,2,32
98666246,125,24.61,2,160
98860613,100,23.01,2,31
98868509,100,48,1,19
99069896,150,24.43,2,6
99083914,50,7.79,1,4
99303210,50,0,0,0
99515207,50,8.5,1,4
99931454,25,4.63,1,13
100114631,100,19.27,1,26
100118064,25,4,1,1
100145569,50,20.9,2,3
100355170,100,15.32,2,2
100533409,400,90,1,4
100538843,50,7.81,1,24
100551490,25,1.26,1,10
100569515,50,13.33,1,5
100760707,50,6.75,1,42
100955305,100,4.32,1,2
100959265,25,4,1,1
100963320,50,0,0,0
100964812,50,5.04,1,7
100967735,75,12,1,3
100978293,50,14.93,1,12
100982784,50,4.05,1,4
101171763,100,3.33,1,2
101172327,50,15.17,2,27
101194388,50,5.03,1,4
101383131,50,8.5,1,4
101391165,25,1.27,1,6
101408576,100,17.5,1,9
101409044,50,15.53,2,58
101583011,50,7.25,1,41
101587060,50,4,1,1
101590399,201,0,0,3
101791139,25,545.67,2,37
101791465,50,17.36,1,29
101791710,25,8,1,2
101796043,25,12.51,1,34
101809327,25,4,1,1
102014816,75,12,1,3
102245832,50,10.5,1,5
102426822,25,3.33,1,4
102636649,25,5.5,1,4
102655053,150,80.64,2,171
103046746,50,106.02,2,45
103073881,500,9,1,3
103262509,25,3.33,1,2
103285873,25,2.7,1,9
103469865,50,10.5,1,6
103480631,50,4.5,1,3
103481039,50,5.16,1,6
103483923,300,104,2,23
103492261,100,47.35,1,27
103699742,50,5.5,1,2
103903552,50,8.21,2,19
103908729,100,0,0,0
103911005,50,8,1,2
104103329,150,81.27,1,8
104105930,500,92.5,2,12
104123868,500,49,1,1
104127700,100,22,1,5
104313156,100,91.68,1,6
104314833,25,9.75,2,8
104329076,50,4,1,1
104519294,50,8.5,2,9
104535616,100,112.5,2,16
104741076,50,0,0,0
104945934,2000,650,1,9
104948439,50,15,1,9
105149742,50,8,1,2
105160052,100,143.52,2,126
105161245,50,8,1,1
105162325,50,8,1,1
105354948,60,0,0,2
105360649,50,8.48,1,3
105364287,50,4.17,2,19
105366989,100,3.72,1,9
105372465,50,41.95,1,10
105560777,50,0,0,0
106193941,480,196.35,1,27
106196763,150,33.12,1,19
106202375,50,17.33,1,6
106409666,50,4,1,1
106816628,100,10.62,1,9
106823558,50,12,1,6
106832505,100,21.35,1,47
107250277,200,200.89,2,89
107445440,50,10,1,3
107467372,100,6.67,1,7
107658170,40,13.17,1,28
107662927,50,23.36,1,35
107670918,25,3,1,2
107869008,300,70.19,2,46
107877749,100,46.67,1,17
107885262,100,8,1,1
108097874,100,60,1,15
108285726,25,0.42,1,4
108288703,25,2.77,1,16
108290155,100,1.5,1,3
108518118,100,18,1,5
108710184,2000,805.27,1,52
108714752,50,4,1,1
108925422,50,65,1,11
108934982,100,2.23,1,5
109132546,50,16,1,3
109138933,100,56.5,1,8
109140600,25,4.5,1,6
109145819,100,39.08,2,33
109336308,100,49.84,2,4
109345314,300,72.67,1,15
109346391,50,15,1,5
109355335,25,34.08,2,22
109539703,50,0.54,1,5
109548203,25,3.27,1,5
109565881,50,1.4,1,2
109770239,50,0,0,0
109771484,25,7.76,1,1
109772719,50,27.34,1,124
109960513,50,1.19,1,2
109976068,100,21.5,1,4
110185366,50,1.89,1,3
110379997,126,15,1,3
110399418,100,89.6,2,25
110589431,50,15.93,1,20
110592730,50,8,1,1
110600221,50,3.87,1,7
110799928,50,20.57,1,30
110814613,50,11.33,1,2
110827182,25,0,0,0
111019634,100,24,1,6
111024181,50,50.4,2,95
111218538,100,13.41,1,20
111229828,1000,120,1,1
111429674,50,12,2,10
111640322,885,160.45,1,25
111640768,50,4,1,1
111853535,50,8.5,1,2
111859255,100,0.92,1,7
111862597,150,105.25,2,10
112264095,100,48.76,1,97
112269287,100,16,1,2
112282204,50,2.94,1,5
112481233,50,0,0,0
112494628,50,4.27,1,10
112681791,25,7.44,1,8
112685047,50,8,1,2
112685439,50,3.37,1,8
112691461,25,0.83,1,4
112698967,50,3.33,1,1
112701874,50,4.26,1,8
112892137,25,4.95,1,7
112898645,25,4,1,1
112903510,50,6.84,1,3
112905580,100,2.23,1,15
112905937,100,177.17,1,38
112909635,100,18.6,1,18
112912373,200,0.55,1,1
113105283,50,8.15,1,3
113111209,25,17.5,1,14
113115888,100,10.69,1,16
113311972,50,10.42,2,24
113316786,25,33.09,2,29
113324260,50,1.87,1,6
113528163,50,4,1,1
113536347,100,23.4,2,53
113538198,50,4,1,4
113540538,100,16.5,1,2
113751333,100,4.39,1,5
114161611,25,5,1,4
114369119,250,304,1,36
114377348,50,0.57,1,7
114383275,25,6.94,2,5
114385609,500,180,1,3
114575653,25,3.36,1,5
114780863,200,44.5,1,17
114793314,50,7.5,1,2
114986609,100,19.35,1,37
115007739,100,29.01,1,18
115009432,25,4,1,1
115013028,25,4.5,1,2
115196887,50,86.69,1,18
115198074,400,95,1,9
115202725,50,193.95,2,131
115206148,50,1.8,1,2
115206562,50,42.37,2,17
115212177,25,53,1,3
115614258,1455,560.6,2,35
115618080,100,7.74,1,4
115628512,50,10.67,1,4
115833395,100,17.45,1,15
115834056,50,7.85,2,26
115835993,100,33.13,2,19
115838054,25,9.55,1,15
115839714,100,0,0,0
116033381,25,0,0,3
116039587,50,7.06,1,7
116040787,50,8,1,2
116053482,50,3.99,1,12
116054513,25,6.38,1,20
116243778,100,23,2,6
116470276,100,17.74,2,120
116663298,100,30.71,1,8
116677134,700,96.21,1,55
116679954,50,7.84,2,58
116683004,100,21.5,1,7
116879872,25,4.5,1,3
116895757,25,171.17,2,53
117102076,100,36.46,2,28
117289295,50,8.21,1,6
117290414,154,138.47,2,16
117293765,50,12,1,8
117310217,50,8.36,2,3
117312884,100,0,0,1
117313224,25,5.26,1,12
117314305,100,6.43,1,4
117522194,25,1.35,1,12
117522713,30,5.5,1,2
117525442,50,11,1,4
117917396,50,4,1,1
118127277,50,13,1,8
118127774,100,79.68,2,86
118135263,500,788.77,1,30
118139790,50,8.5,1,7
118145672,300,44,1,10
118347621,235,72.07,2,22
118358907,1000,356.73,2,28
118359765,300,71.23,1,47
118360030,25,4.3,1,2
118570224,25,33,2,12
118762511,100,11.66,1,19
118772468,50,137,2,68
118780161,50,11.9,1,50
118966148,100,15,1,1
118973542,25,4.5,1,4
118977751,720,119,1,7
118984540,100,3.33,1,2
118987507,50,8.36,1,3
119178632,25,5.08,1,10
119191090,50,8,1,1
119390243,50,5.5,1,2
119391925,100,22.5,1,8
119410331,500,217.36,1,48
119595952,25,0,0,0
119619927,50,0.63,1,5
119812650,50,19.25,1,16
119818797,50,6.28,2,14
119819704,50,8.5,1,5
119821374,500,15.33,1,5
119822405,50,8,1,2
119829602,50,11.04,1,7
120024063,25,4.62,1,6
120221064,50,7.33,2,6
120237006,150,304.02,2,369
120244742,25,0,0,0
120245575,50,6,1,5
120250213,25,102.97,2,35
120437220,50,13.16,2,5
120451229,25,8.77,1,29
120456944,50,6.1,1,17
120457349,100,25.5,2,12
120643698,50,8,1,2
120852877,50,6.51,1,25
120856035,50,24.39,1,17
120860114,100,7.41,1,25
120876530,50,7.54,1,5
121068225,50,21.55,2,8
121078971,25,5.08,1,4
121086129,25,7.5,1,10
121272713,100,15.33,1,5
121290262,50,6.68,1,8
121294768,50,24.08,1,17
121477712,200,53.89,1,27
121492299,50,52.12,2,79
121494098,50,6.43,2,17
121505895,25,4.5,1,3
121506200,25,10.4,2,14
121709528,50,8.26,1,4
121714389,50,39.76,1,24
121896919,50,18.67,1,4
121901271,50,0,0,0
121903779,25,4,1,1
121922669,100,20.83,1,6
121927536,25,4.63,1,2
122115187,50,8,1,2
122319369,100,24.07,1,9
122328620,50,5.5,1,2
122345483,50,4.5,1,3
122526229,200,160.16,2,47
122527508,40,4,1,1
122530375,50,10.5,1,6
122530565,50,8,1,2
122543105,100,19.1,1,38
122746348,50,1.28,1,15
122971605,50,0,0,0
123156323,600,135,1,5
123177246,50,0,0,0
123180803,600,168,1,8
123372941,50,31.85,1,17
123575972,50,5.39,1,3
123584502,50,8.5,1,5
123784479,50,8.14,1,2
123789686,25,4,1,1
123796227,50,3.47,1,40
124001840,550,323.55,2,56
124007429,100,16,1,3
124201552,100,12,1,2
124231035,400,98.42,1,29
124414582,50,7.76,1,1
124426503,500,605.21,1,59
124439147,50,8,1,1
124439576,50,16.54,1,53
124439747,25,4,1,1
124440121,50,8,1,2
124621804,25,10,1,3
124623682,100,59.21,2,7
124642578,100,159.35,2,172
124846759,50,12,2,5
124856293,100,14.23,2,24
124856368,30,11.4,1,15
125040893,100,16,1,2
125045728,50,13.32,1,49
125255819,25,4.11,1,4
125680588,50,8.97,1,4
125689393,50,8,1,2
125696784,25,13.39,1,7
125895105,50,4.85,1,27
125900449,50,8.75,1,2
125901441,50,22,2,10
125908643,50,28,1,4
126093336,50,8,1,1
126103451,100,5.77,2,41
126107155,50,7.5,1,10
126299605,25,4,1,2
126301373,50,21.5,1,4
126314216,100,24,1,5
126322274,50,8.22,1,3
126326598,100,105.66,2,29
126326616,50,11.16,1,18
126328720,50,9.43,2,12
126509212,100,65.85,1,135
126515067,25,4.53,1,51
126537067,14000,5902.11,2,114
126927859,100,5.5,1,30
126937271,150,38.25,2,16
126952197,100,16,1,3
126954635,50,8,1,1
127138317,100,54.47,2,10
127354580,50,8,1,2
127358973,50,38.99,2,43
127365509,25,12.99,2,53
127367264,25,1.65,1,8
127376599,100,0,0,0
127552408,175,41.45,1,16
127561253,100,73.37,1,20
127575651,50,13.26,1,23
127583256,30,14.5,2,7
127585496,50,2.25,1,4
127764189,140,44.25,2,14
127773623,50,20.23,2,4
127788739,100,31.15,1,30
127999903,100,13,2,5
128001841,50,1.5,1,2
130282656,100,19.33,1,3
130283767,55,42.67,2,25
130306902,100,4,1,1
130307815,50,7.33,1,4
130330682,25,1.52,1,13
130360183,25,0,0,2
130382999,500,87,1,25
130391836,100,52,2,11
130410109,25,4,1,1
130412841,25,4.5,1,1
130440715,25,4.5,1,2
130447327,25,20.21,1,11
130482651,200,66.67,1,11
130485247,50,8,1,1
130495048,50,216.5,2,38
130497233,550,68.68,2,11
130705845,50,10.67,1,4
130715511,50,4,1,1
130916532,500,123.33,1,5
130922458,50,7.3,1,3
130924737,30,4.74,1,3
130936136,100,4.09,1,2
131132878,50,3.06,1,19
131330233,25,6.67,1,3
131332352,500,75,1,1
131338918,100,27.08,1,40
131341962,50,13.63,1,39
131344618,50,112.17,1,25
131352638,25,0,0,0
131540381,30,5.5,1,3
131757454,25,16.2,1,47
131767220,50,4,1,1
131777061,100,10.61,1,63
131971744,200,46.78,2,24
131971864,50,2.47,1,8
131976836,50,8,1,1
132162021,50,4.23,1,4
132191528,200,49.06,1,6
132192812,50,33.43,2,23
132368862,100,38.23,1,37
132393420,190,98.84,1,138
132396634,25,12.92,2,137
132787991,100,1.5,1,1
132839199,100,13.57,1,13
133002785,50,8,1,2
133006461,50,8,1,2
133013681,100,4.38,2,10
133017865,25,2.77,1,21
133022015,580,212.6,1,49
133207890,200,48.5,1,14
133235654,50,10.61,2,14
133244412,300,39.75,1,5
133439405,50,78.99,2,42
133625861,25,4.5,1,2
133627622,100,91.58,1,36
133627974,100,60.08,2,4
133631867,25,0,0,0
133646889,25,4,1,1
133650707,400,147.3,2,47
133650971,50,0,0,1
133666683,100,10.08,1,4
133848060,50,7.9,1,6
133858582,100,17.12,1,15
133863360,25,4.42,1,7
133873542,50,8,1,2
134058216,25,10.15,1,22
134061914,100,17.29,1,1
134072084,50,28,1,5
134073460,100,51.11,2,167
134075269,75,28.61,2,37
134084108,100,0.35,1,7
134254930,50,4.41,1,5
134276786,100,17.62,1,30
134280937,50,35.34,2,15
134297461,30,5.5,1,2
134483057,100,12,1,1
134490951,100,0,0,0
134497813,25,1.13,1,15
134509679,100,12.51,2,21
134513222,50,12.71,1,7
134675650,25,6.74,2,27
134682434,25,4.02,1,5
134689700,25,3.06,1,3
134692671,50,24.32,2,59
134694160,100,19.9,1,9
134706445,50,3.25,2,10
134897249,50,7.76,1,1
134916331,50,4.33,1,7
134920259,25,4,1,1
134923159,50,4,1,1
134924636,25,3.33,1,1
134925717,50,63.33,1,12
135098204,25,13.5,1,10
135103176,50,8,1,2
135105709,100,15.43,1,23
135106556,50,0,0,0
135129044,50,8,1,2
135302578,50,9.11,1,3
135338049,50,8.64,1,7
135343994,100,64.88,2,71
135513406,1500,534.45,2,36
135514061,25,3.33,1,3
135525867,25,6.67,1,9
135528324,100,8,1,1
135535075,50,0.1,1,1
135535204,50,5.78,1,5
135536428,50,8,1,2
135540883,100,16,1,3
135542060,50,9.26,1,16
135548730,50,3.84,1,5
135729476,50,1.5,1,1
135737738,50,8.29,1,2
135740086,50,4,1,1
135745937,50,13.95,2,5
135937315,100,78.82,1,146
135940736,750,120,1,3
135956715,50,19.97,1,20
136145004,100,0,0,0
136152485,100,4.99,1,4
136153979,33,7.76,1,1
136154605,50,85,2,18
136154622,75,27.3,1,24
136161867,50,4,1,1
136351758,25,102.76,2,137
136352495,270,43.81,2,5
136353738,25,12.72,2,22
136360122,100,104.42,2,47
136362056,25,4.08,1,2
136365770,50,6.75,2,9
136372479,50,85.01,1,122
136569071,25,10,1,8
136570745,50,7.78,1,1
136572914,25,173.84,2,549
136575881,50,8,1,1
136987159,100,20.83,1,4
136994195,50,8,1,2
137186234,25,5.96,1,13
137407195,50,3.01,1,20
137411427,50,21.5,1,5
137613264,25,3.49,1,26
137623619,100,19.33,1,3
137816794,50,4,1,1
137836466,30,13.64,2,122
138046871,25,5.25,1,5
138240652,150,79.59,1,51
138248242,100,42,1,9
138453492,25,10,1,3
138456564,50,8.15,1,2
138465197,50,10.86,1,14
138465229,1000,378.18,1,49
186615631,300,50.92,1,22
186616274,100,26.33,2,59
186639523,150,16,1,2
186640518,25,3.72,1,4
187245747,150,20.71,2,164
187251239,100,0,0,0
187257872,50,8,1,2
187265191,50,8,1,1
187269648,50,1.08,1,7
187269997,25,15.75,2,14
187466438,100,13.91,1,16
187474773,100,4,1,4
187874317,50,30,1,10
187901094,50,7.05,1,22
188088266,50,4,1,5
188096084,75,45.94,2,34
188101125,550,305,2,32
188294112,25,4.54,1,3
188303786,100,19,1,13
188514046,100,15.33,1,6
188727511,100,7.85,1,30
188940924,100,0,0,0
188941331,100,9.5,1,2
188945479,50,9,1,9
188948081,10124,4274.25,2,51
189349641,50,7.33,1,4
189351218,1000,168.78,2,37
189357405,50,0,0,0
189373484,50,10.61,1,35
189551737,25,4,1,1
189556939,50,8.18,1,3
189569321,50,9.52,1,13
189572846,100,22.67,1,4
189784443,50,13.33,2,13
189789572,100,6.66,1,8
189790813,50,4.33,1,3
189966422,100,10.72,1,14
189968550,50,11.89,1,9
189968792,100,4.5,1,2
189970748,50,7.5,1,10
190177348,25,6.12,1,27
190183124,50,0,0,0
190197140,150,12.98,1,12
190390342,25,4,1,1
190392051,50,12.61,1,18
190400061,900,317.4,2,336
190400438,90,20.57,1,39
190400516,25,4,1,2
190404291,100,0,0,0
190410285,50,48.43,2,123
190412888,100,40.5,2,13
190595089,50,14.41,1,24
190616042,50,8.5,1,4
190622313,25,3.71,1,7
190805100,100,16,1,2
190805169,25,111.5,1,23
190818133,50,8,1,2
190820988,50,8,1,2
190824561,4000,2521.1,1,27
191035575,50,10.15,2,56
191223033,50,8.5,1,2
191246149,150,45.97,1,61
191250577,100,16,1,3
191251851,300,253,1,5
191448484,50,8,1,2
191455138,50,12.82,1,14
191458716,25,7.5,1,10
191459885,25,42.74,2,19
191653448,100,103,2,57
191659555,1000,423.22,1,23
191667080,50,7.5,1,2
191856525,100,9.38,1,15
191857701,50,4,1,1
191858379,150,24,1,4
191862961,50,1.5,1,1
191871931,25,0,0,2
191874218,200,135.68,1,35
191875535,25,4,1,1
191879368,100,0.04,1,1
192067164,50,5.73,1,14
192070525,100,10,1,6
192271666,500,82,1,4
192272787,25,8,2,3
192285339,429,125,1,14
192287182,50,8,1,1
192293719,100,2.99,1,7
192297241,51,0,0,2
192297919,500,966.67,1,8
192482358,25,4.2,1,2
192484339,50,11.81,2,2
192490490,50,4,1,1
192496823,196,36.67,1,8
192502621,100,661.08,1,6
192690081,25,13.33,1,13
192701149,25,4.14,1,9
192704419,100,10.12,1,6
192708794,100,16,1,3
192711230,100,18.5,1,6
192711746,25,7.78,1,6
192898647,150,68.28,1,18
192899872,100,0,0,0
192905629,100,36.74,1,30
192916444,25,14.98,1,12
192921205,25,73.33,2,32
192922821,100,10.67,1,4
193115623,25,252.9,1,4
193120436,100,262.01,2,39
193123247,25,4,1,1
193124097,30,0,0,0
193323302,50,3.33,1,3
193323341,100,10.19,1,5
193324923,500,89.43,1,55
193331529,900,260,2,52
193538820,50,4.45,1,4
193548738,25,4.21,1,2
193742969,105,25.14,1,19
193959884,300,153.57,2,216
193964187,100,106.39,1,64
193964292,500,60.24,2,14
193971056,40,4.28,1,4
194155483,25,4,1,2
194166719,440,163.55,1,5
194370033,50,328.95,2,47
194373765,50,23.52,2,3
