user_identifier,total_purchase,total_rake,total_rake_apd,total_games
215103236,25,0,0,0
215103240,25,0,0,0
215103247,30,0,0,0
215103251,25,0,0,0
215103283,30,0,0,0
215103322,25,0,0,0
215103350,25,0,0,0
215103382,40,0,0,0
215103437,300,63.85,2,77
215103444,200,179.85,2,26
215103447,1200,553.86,1,11
215103497,30,0,0,0
215103600,25,0,0,0
215103612,40,0,0,0
215103614,25,0,0,0
215103634,25,0,0,0
215103665,25,0,0,0
215103669,50,3.47,1,24
215103682,25,0,0,0
215103731,25,0,0,0
215103753,40,0,0,0
215103769,150,60.23,2,86
215103782,400,133.42,2,23
215103807,100,62.91,2,142
215103831,25,0,0,0
215103837,50,8.87,1,9
215103887,50,10.53,1,37
215103920,50,18.96,2,48
215103937,50,8.55,1,16
215103948,30,0,0,0
215103949,100,32,1,5
215103966,25,0,0,0
215103968,40,0,0,0
215103997,50,2.81,1,4
215104013,25,0,0,0
215104020,25,0,0,0
215104054,25,0,0,0
215104076,25,0,0,0
215104116,30,0,0,0
215104155,25,0,0,0
215104178,40,0,0,0
215104203,50,0.4,1,10
215104339,100,66.68,1,86
215104390,26,0,0,0
215104400,25,0,0,0
215104445,30,0,0,0
215104461,30,0,0,0
215104473,25,0,0,0
215104521,100,41,1,8
215104589,30,0,0,0
215104636,200,38.26,2,18
215104686,25,0,0,0
215104718,45,15.62,2,37
215104741,40,0,0,0
215104752,100,66.17,2,72
215104775,25,4,1,3
215104776,40,0,0,0
215104849,3806,1058,1,9
215104882,25,0,0,0
215104884,100,23.85,1,45
215104964,25,0,0,0
215104989,25,0,0,0
215105029,30,0,0,0
215105066,40,0,0,0
215105075,25,0,0,0
215105122,25,0,0,0
215105142,25,0,0,0
215105210,50,9,1,5
215105211,50,11.33,1,4
215105258,30,0,0,0
215105299,30,0,0,0
215105369,25,0,0,0
215105386,100,52,2,13
215105405,50,0.56,1,9
215105421,25,8,1,2
215105445,30,0,0,0
215105447,25,0,0,0
215105505,100,0.29,1,2
215105509,25,0,0,0
215105567,100,15.42,2,17
215105580,50,15.73,1,21
215105585,1000,534.66,2,89
215105609,50,3.69,2,10
215105625,25,0,0,0
215105633,25,0,0,0
215105668,25,0,0,0
215105711,100,45,1,3
215105758,950,208.71,1,34
215105780,25,0,0,0
215105903,25,0,0,0
215105913,30,0,0,0
215105933,50,9.5,1,2
215105961,50,0,0,0
215105964,150,42.55,1,226
215105967,50,12.54,1,6
215106003,25,0,0,0
215106012,25,0,0,0
215106061,25,0,0,0
215106075,100,621.03,2,209
215106124,50,6.02,2,47
215106160,25,0,0,0
215106181,40,0,0,0
215106184,25,5.5,1,2
215106186,50,0.33,1,6
215106193,50,0,0,0
215106217,50,34.43,1,18
215106221,25,0,0,0
215106227,25,4.41,1,4
215106233,80,48.85,2,88
215106237,25,13.16,2,33
215106242,30,0,0,0
215106306,30,0,0,0
215106320,25,0,0,0
215106330,200,36.51,1,48
215106338,25,11.4,1,11
215106341,30,0,0,0
215106344,30,0,0,0
215106386,40,0,0,0
215106387,25,0,0,0
215106394,40,0,0,0
215106510,50,8,1,2
215106520,25,0,0,0
215106555,75,225.5,2,23
215106594,100,37.71,2,60
215106701,25,3.66,1,9
215106715,25,0,0,0
215106723,30,0,0,0
215106754,30,8,1,2
215106777,50,4.72,1,24
215106834,40,0,0,0
215106880,25,0,0,0
215106935,25,0,0,0
215106943,25,0,0,0
215106950,25,13.5,1,12
215106965,30,0,0,0
215106976,25,0,0,0
215106984,25,0,0,0
215107017,50,5.5,1,3
215107068,30,0,0,0
215107115,25,0,0,0
215107141,25,3,1,3
215107176,300,112.33,2,30
215107225,250,64.29,1,71
215107234,100,10.45,1,8
215107256,30,0,0,0
215107267,25,0,0,0
215107320,50,3.32,1,17
215107359,50,8.28,1,9
215107370,100,39.28,2,35
215107384,50,8.59,1,25
215107482,200,30,1,4
215107490,50,8,1,2
215107544,51,82.9,1,4
215107550,50,0.92,1,2
215107568,40,0,0,0
215107572,25,0,0,0
215107574,50,2.25,1,3
215107596,30,0,0,0
215107746,50,9.5,1,2
215107751,30,0,0,0
215107819,25,2.29,1,7
215107849,175,77.2,2,60
215107895,30,0,0,0
215107925,25,29.25,2,16
215107946,40,0,0,0
215108003,75,17,2,7
215108024,100,15,1,1
215108045,50,8,1,2
215108051,50,15.04,1,55
215108159,25,0,0,0
215108170,75,94.42,2,172
215108231,30,0,0,0
215108262,25,0,0,0
215108360,25,0,0,0
215108372,25,22.31,1,6
215108394,25,0,0,0
215108441,40,0,0,0
215108458,25,0,0,0
215108504,100,61.96,1,36
215108508,75,20,2,8
215108527,100,13.85,2,23
215108573,25,22.28,2,72
215108595,40,0,0,0
215108628,25,6.25,1,12
215108632,25,0,0,0
215108639,25,0,0,0
215108643,40,0,0,0
215108689,100,0,0,0
215108746,25,0,0,0
215108790,50,15,2,91
215108822,25,0,0,0
215108825,30,0,0,0
215108837,30,0,0,0
215108851,30,0,0,0
215108870,30,0,0,0
215108883,25,0.89,2,8
215108943,100,17.29,1,15
215108943,30,0,0,0
215108947,25,0,0,0
215108992,50,25.58,2,4
215109043,25,0,0,0
215109154,100,22.67,1,7
215109161,50,10.75,2,9
215109174,30,0,0,0
215109177,25,0,0,0
215109207,25,0,0,0
215109226,40,0,0,0
215109238,30,0,0,0
215109286,100,19.29,1,75
215109299,25,0,0,0
215109317,25,0,0,0
215109324,25,0,0,0
215109335,50,10.67,1,5
215109351,27,22.38,2,3
215109407,50,1.22,1,4
215109423,25,0,0,0
215109437,25,0,0,0
215109482,25,0,0,0
215109486,25,0,0,0
215109503,30,0,0,0
215109569,30,0,0,0
215109573,30,0,0,0
215109592,100,44.83,1,20
215109603,40,0,0,0
215109610,1850,240,1,2
215109615,25,10.75,1,4
215109626,100,2.76,1,4
215109631,25,0,0,0
215109638,25,0,0,0
215109697,50,24.83,1,9
215109725,50,7.83,1,3
215109729,25,0,0,0
215109753,25,0,0,0
215109821,25,0,0,0
215109839,25,0,0,0
215109858,25,3.9,1,32
215109873,100,32,2,13
215109875,100,27,2,6
215109914,30,0,0,0
215109931,50,19,1,6
215109966,25,0,0,0
215109988,100,0.36,1,1
215110002,100,5.72,2,16
215110030,100,11.01,1,9
215110045,150,41.5,2,24
215110050,25,4,1,1
215110085,500,25.5,1,17
215110088,40,0,0,0
215110128,30,0,0,0
215110162,100,24,2,3
215110182,30,0,0,0
215110220,25,0,0,0
215110250,40,0,0,0
215110253,100,3.33,1,2
215110255,30,0,0,0
215110257,40,0,0,0
215110266,25,0,0,0
215110294,125,16.66,2,71
215110309,25,0,0,0
215110343,25,0,0,0
215110350,28,0.79,1,4
215110439,50,1,1,4
215110482,25,0,0,0
215110533,500,4,1,1
215110541,25,0,0,0
215110555,700,231.85,2,90
215110597,25,0,0,0
215110602,50,9.5,1,2
215110606,25,0,0,0
215110693,25,0,0,0
215110711,25,0,0,0
215110715,30,0,0,0
215110730,50,17.97,1,15
215110828,40,0,0,0
215110869,25,0.79,1,3
215110885,30,0,0,0
215110916,30,0,0,0
215110921,100,113.31,2,91
215110934,25,4,1,1
215110949,25,0,0,0
215110955,100,4,1,2
215110964,100,41.05,2,14
215110966,40,0,0,0
215110967,30,0,0,0
215110995,25,5.64,1,30
215111028,50,8,1,1
215111071,25,0,0,0
215111074,40,6.36,1,31
215111097,25,0,0,0
215111116,40,0,0,0
215111147,25,12,1,8
215111181,50,14.26,1,7
215111185,100,152.43,2,68
215111209,50,17.25,1,7
215111236,194,63.33,1,13
215111371,40,0,0,0
215111382,25,0,0,0
215111443,25,0,0,0
215111463,50,7.83,1,4
215111479,25,0,0,0
215111484,30,10.85,2,46
215111539,25,0,0,0
215111547,50,0.75,1,5
215111577,25,0,0,0
215111608,25,0,0,0
215111611,100,11.25,2,56
215111629,25,0,0,0
215111637,25,0,0,0
215111649,25,0,0,0
215111681,50,0.43,1,5
215111758,25,0,0,0
215111820,25,0,0,0
215111827,40,7.5,1,6
215111831,30,0,0,0
215111840,40,0,0,0
215111875,27,0.74,1,3
215111951,50,0,0,0
215112032,30,0,0,0
215112074,100,7.21,1,41
215112111,30,0,0,0
215112114,50,5.5,1,2
215112121,25,0,0,0
215112133,30,6.67,1,4
215112159,100,8.68,1,3
215112163,50,3.85,1,7
215112167,300,152.35,2,153
215112208,25,0,0,0
215112243,30,0,0,0
215112285,100,141,2,13
215112364,500,685.44,2,148
215112370,50,21.81,1,39
215112376,40,0,0,0
215112400,30,0,0,0
215112424,25,0,0,0
215112424,30,0,0,0
215112445,30,0,0,0
215112479,50,14.74,1,17
215112490,30,0,0,0
215112491,30,0,0,0
215112493,25,0,0,0
215112565,50,3.76,1,17
215112577,25,0,0,0
215112610,500,1.58,1,6
215112635,150,23,1,2
215112710,40,0,0,0
215112729,25,8.5,2,4
215112754,25,0,0,0
215112797,28,0.58,1,4
215112812,40,0,0,0
215112853,30,0,0,0
215112871,25,0,0,0
215112877,25,0,0,0
215112897,50,0.97,1,11
215112931,25,0,0,0
215112956,50,16.56,2,71
215112971,500,55.93,2,28
215112977,40,0,0,0
215113003,40,0,0,0
215113009,25,0,0,0
215113023,25,7.22,2,21
215113030,25,3.5,1,4
215113032,25,0,0,0
215113034,40,0,0,0
215113040,40,0,0,0
215113058,50,3.63,1,1
215113117,25,2.13,1,5
215113187,50,58.78,2,99
215113223,198,3.62,1,36
215113273,25,0,0,0
215113285,50,3.56,1,4
215113325,25,0,0,0
215113351,250,226.48,2,265
215113352,30,0,0,0
215113390,30,0,0,0
215113395,25,0,0,0
215113413,30,0,0,0
215113463,25,0,0,0
215113473,40,0,0,0
215113483,25,0,0,0
215113518,100,36.33,2,18
215113550,25,0,0,0
215113550,25,0,0,0
215113580,70,0,0,0
215113604,25,9.68,2,65
215113615,25,0,0,0
215113639,25,0,0,0
215113654,25,2.6,1,16
215113659,30,0,0,0
215113696,50,8.17,1,6
215113723,25,0,0,0
215113759,100,1.5,1,2
215113777,25,0,0,0
215113779,30,0,0,0
215113791,500,365.94,1,22
215113796,100,4.71,1,7
215113854,50,6.62,1,32
215113855,30,0,0,0
215113862,500,39.77,1,19
215113913,30,0,0,0
215113937,25,6.67,1,2
215113981,30,0,0,0
215114011,50,72.54,2,63
215114064,40,0,0,0
215114073,40,0,0,0
215114137,50,17.15,2,53
215114192,500,1090.08,1,193
215114236,25,0,0,0
215114251,40,0,0,0
215114309,200,41.25,1,19
215114316,50,8,1,2
215114345,30,0,0,0
215114350,50,14.67,1,5
215114394,50,3.48,1,23
215114400,25,0,0,0
215114426,25,0,0,0
215114536,25,3.33,1,3
215114632,30,0,0,0
215114648,50,15.32,1,6
215114690,25,5.5,1,2
215114702,40,0,0,0
215114707,200,56.89,2,28
215114715,100,1.87,1,11
215114723,50,8,1,1
215114771,100,35.33,1,9
215114773,25,0,0,0
215114809,100,1.72,2,17
215114811,250,52.25,2,17
215114821,30,6.69,1,19
215114833,30,0,0,0
215114872,25,0,0,0
215114872,25,2.16,1,7
215114878,40,0,0,0
215114917,25,0,0,0
215114928,25,0,0,0
215114938,30,0,0,0
215114986,25,0,0,0
215115009,50,6.25,1,5
215115013,100,25.49,1,9
215115043,25,0,0,0
215115203,25,0,0,0
215115312,40,0,0,0
215115332,25,0,0,0
215115344,50,9.11,2,50
215115373,50,8.08,1,6
215115416,25,0,0,0
215115466,25,0,0,0
215115471,50,8.75,1,3
215115485,25,0.77,1,4
215115528,600,214.86,2,90
215115531,25,0,0,0
215115540,50,6.67,1,4
215115558,40,0,0,0
215115598,30,0,0,0
215115626,25,0,0,0
215115649,25,0,0,0
215115654,50,4.16,1,47
215115684,381,213.25,2,76
215115719,200,111.64,1,32
215115724,100,5.18,1,8
215115731,30,0,0,0
215115739,30,0,0,0
215115745,50,0,0,0
215115761,40,0,0,0
215115762,1500,631.5,2,17
215115772,25,0,0,0
215115790,30,0,0,0
215115793,130,55.27,2,51
215115803,50,10.53,2,67
215115816,100,24,2,5
215115835,150,63.33,1,42
215115867,25,0,0,0
215115904,40,0,0,0
215115910,30,5.09,1,6
215115920,25,0,0,0
215115939,25,0,0,0
215115994,25,0,0,0
215115997,30,0,0,0
215116002,50,3.46,2,23
215116047,25,0,0,0
215116057,100,45,2,21
215116077,25,0,0,0
215116132,25,0,0,0
215116208,25,26.61,2,45
215116214,17400,1637.4,1,122
215116223,30,0,0,0
215116308,25,0,0,0
215116342,100,20,1,3
215116347,25,0,0,0
215116368,25,0,0,0
215116375,25,0,0,0
215116380,25,0,0,0
215116385,25,0,0,0
215116388,100,9.82,2,57
215116424,200,146.59,2,197
215116427,150,32.5,2,11
215116449,50,8.25,1,7
215116450,40,0,0,0
215116487,100,40.63,2,22
215116514,50,41.29,2,47
215116524,40,0,0,0
215116555,25,0,0,0
215116589,50,3.93,1,5
215116595,100,3.33,1,2
215116607,25,10.11,2,8
215116628,50,9.05,2,108
215116656,25,0,0,0
215116716,25,0,0,0
215116718,950,245.42,1,15
215116729,50,10.02,1,8
215116760,50,8,1,2
215116787,25,61.76,2,19
215116829,30,0,0,0
215116879,30,0,0,0
215116936,30,0,0,0
215117016,100,4,1,1
215117025,25,0,0,0
215117096,1850,1080,1,7
215117113,30,0,0,0
215117167,25,0,0,0
215117174,30,0,0,0
215117205,40,0,0,0
215117206,1000,68.67,1,11
215117217,30,0,0,0
215117229,185,91.38,1,39
215117271,40,0,0,0
215117284,25,0,0,0
215117292,40,0,0,0
215117368,50,9.24,2,11
215117391,25,0,0,0
215117454,100,18,1,9
215117545,25,0,0,0
215117555,25,0,0,0
215117573,25,0,0,0
215117596,25,0,0,0
215117627,50,21.17,1,9
215117645,15200,2518.62,1,233
215117647,30,0,0,0
215117678,200,100.07,2,44
215117689,50,20.53,1,114
215117719,25,0,0,0
215117722,50,40.27,2,139
215117769,1850,1367.91,2,74
215117774,100,27.75,1,8
215117790,25,5.75,1,14
215117796,40,3.75,1,6
215117813,25,0,0,0
215117829,25,0,0,0
215117836,30,0,0,3
215117866,25,0,0,0
215117883,30,0,0,0
215117917,40,0,0,0
215117920,25,0,0,0
215117967,30,0,0,0
215117976,50,4.83,1,5
215117996,30,0,0,0
215118081,25,0,0,0
215118086,50,3.93,1,20
215118096,40,0,0,0
215118103,25,0,0,0
215118128,40,0,0,0
215118152,665,238,2,129
215118175,25,0,0,0
215118188,25,0,0,0
215118197,30,0,0,0
215118198,100,22.82,2,102
215308748,30,0,0,0
215308758,50,8.88,2,53
215308766,100,20.32,2,28
215308768,647,385.09,2,49
215308772,50,16.67,1,10
215308794,100,62.4,2,14
215308807,900,331.92,2,59
215308823,200,51,1,4
215308826,30,0,0,0
215308849,25,1.79,1,6
215308873,50,10,1,5
215308874,100,15.42,1,11
215308904,50,128,1,4
215308931,100,101.11,2,48
215308932,25,7.5,1,2
215308944,50,0.65,1,6
215308976,50,5.95,1,8
215308996,150,35.34,1,74
215309015,60,21.5,1,5
215309025,25,1.5,1,1
215309037,50,28.55,2,112
215309068,50,2.48,1,22
215309071,30,0,0,0
215309073,50,2.54,1,28
215309073,25,0.12,1,3
215309078,100,8.35,1,5
215309079,25,0,0,0
215309080,40,0,0,0
215309088,30,0,0,0
215309099,50,9.79,1,8
215309107,900,710.37,2,61
215309120,50,1.74,1,14
215309128,100,60.11,2,59
215309131,100,4.94,1,51
215309135,250,0,0,3
215309152,100,58.38,1,17
215309155,100,14.74,1,18
215309164,50,8,1,2
215309176,150,52.83,2,360
215309177,50,17.08,1,13
215309217,50,8.38,2,44
215309224,25,4,1,2
215309228,100,20,1,3
215309238,25,14.17,1,39
215309244,50,10.97,2,5
215309247,25,4.86,1,16
215309264,50,15.3,2,2
215309266,300,74.32,2,41
215309301,25,0,0,0
215309314,25,8.5,1,3
215309323,30,4.19,1,6
215309324,28,0.74,1,3
215309328,30,0,0,0
215309339,25,4.73,1,12
215309347,100,109.99,2,18
215309355,50,15.92,1,25
215309368,50,3.2,1,15
215309385,500,118.12,2,142
215309393,100,0,0,0
215309407,100,8.77,2,63
215309421,50,0.55,2,12
215309445,500,65,1,1
215309463,25,0,0,0
215309465,100,15.18,1,18
215309471,50,11.25,1,7
215309477,25,4.16,1,3
215309481,1050,382.24,2,20
215309498,100,27.06,2,11
215309503,700,103.14,2,96
215309538,25,0,0,2
215309541,50,0,0,2
215309543,25,0,0,0
215309560,200,0,0,0
215309572,300,116,1,13
215309573,100,0,0,0
215309574,25,0,0,0
215309576,25,0,0,0
215309583,50,60,1,30
215309585,50,8.75,2,12
215309590,25,1.67,1,10
215309598,100,37.62,2,20
215309607,40,0,0,0
215309615,50,6.04,2,9
215309620,25,0,0,0
215309648,40,0,0,0
215309663,50,2.47,1,11
215309672,50,0.22,1,4
215309678,50,5.11,2,13
215309679,100,34.61,1,33
215309698,100,26.33,2,9
215309712,50,20.5,1,4
215309713,425,127.35,2,111
215309719,25,0,0,0
215309726,100,44.69,1,35
215309729,50,10.82,1,16
215309741,25,0,0,0
215309753,50,20,1,2
215309765,50,16.67,1,2
215309765,200,64.83,2,13
215309766,25,0,0,0
215309788,50,2.14,1,18
215309793,25,0,0,0
215309797,100,0.41,1,4
215309823,300,72.31,2,45
215309827,50,33.5,2,37
215309827,50,4.84,1,19
215309846,28,21.39,2,6
215309873,50,4.88,2,34
215309875,50,0,0,0
215309878,100,13.19,1,18
215309890,105,42.3,1,45
215309900,30,0,0,0
215309905,100,21.5,1,14
215309915,100,29.65,1,32
215309935,100,14.17,2,95
215309939,25,0,0,0
215309951,50,7.44,2,14
215309956,150,7.86,1,20
215309975,50,1.52,1,15
215309984,25,0,0,0
215309990,100,96.69,2,40
215309992,100,7.33,1,2
215309998,100,4.13,1,2
215310001,100,19.05,2,42
215310023,100,4.28,2,42
215310024,100,32,1,6
215310033,25,5.68,1,18
215310037,221,0,0,2
215310041,100,26.46,2,47
215310047,50,6.41,1,19
215310053,50,2.7,1,16
215310066,100,4.73,1,4
215310070,50,4.27,2,5
215310085,25,0,0,0
215310088,100,20.36,2,4
215310096,25,0,0,0
215310104,80,0,0,0
215310106,25,8.52,1,21
215310125,25,4.84,1,11
215310132,50,9.75,2,59
215310138,500,496.16,1,120
215310143,30,0,0,0
215310148,100,76.62,2,72
215310155,25,0,0,0
215310157,25,0,0,0
215310171,100,18.91,1,18
215310174,40,0,0,0
215310183,500,4.96,1,35
215310187,300,129.19,2,34
215310188,50,7.32,2,10
215310192,100,27.87,2,34
215310195,50,0.53,1,10
215310205,25,8.88,2,75
215310209,30,0,0,0
215310223,50,8.77,1,12
215310224,50,4.83,1,3
215310224,50,4.32,1,9
215310225,50,5.75,2,12
215310260,40,0,0,0
215310271,30,0.64,1,3
215310286,100,46.17,2,19
215310300,100,3.63,1,5
215310306,50,8.75,1,3
215310333,30,0,0,0
215310334,55,33,1,4
215310336,50,3.82,1,27
215310337,50,18.21,2,18
215310342,200,15.34,1,5
215310343,100,13.91,2,34
215310354,25,10.23,2,80
215310354,25,0,0,0
215310356,100,28.67,1,4
215310379,25,0,0,0
215310395,100,0.69,1,7
215310408,25,0,0,0
215310413,50,26.95,1,42
215310436,25,0,0,0
215310462,50,34,1,2
215310504,50,98.78,2,77
215310506,100,36.71,1,60
215310507,50,13.57,2,56
215310531,25,8.06,1,16
215310534,100,0.44,2,11
215310534,100,2.91,2,15
215310535,50,16.38,1,88
215310544,25,0,0,0
215310546,50,1.12,1,5
215310549,100,50.41,1,34
215310551,50,11.59,2,48
215310565,2045,903,2,8
215310568,50,35.22,1,76
215310579,50,10.55,2,77
215310584,250,18.1,2,34
215310590,40,0,0,0
215310594,125,62.47,1,72
215310596,50,24.81,1,10
215310604,100,23.68,2,28
215310607,40,0,0,0
215310623,50,8.05,2,53
215310646,100,1.27,1,6
215310659,50,28.33,1,5
215310661,25,4.15,1,2
215310679,50,0.5,1,6
215310679,100,0.42,1,3
215310702,30,10.12,2,46
215310707,3380,940,1,20
215310715,50,20.6,2,143
215310719,25,0,0,0
215310720,50,0.93,1,10
215310722,100,37.84,2,274
215310731,50,10,2,5
215310736,50,10.24,2,23
215310777,50,23.33,1,9
215310781,25,4.99,1,13
215310798,100,1.83,1,8
215310802,25,3.29,2,16
215310808,30,13.37,2,5
215310822,150,40.12,2,12
215310847,130,107.16,2,19
215310881,50,5.42,1,6
215310882,50,8,1,2
215310892,100,1.13,2,15
215310903,50,0.87,1,6
215310908,50,12.17,1,10
215310917,26,0.66,1,3
215310920,30,0,0,0
215310921,100,44.94,2,3
215310924,200,48.07,2,15
215310932,100,34.94,1,32
215310948,25,0,0,0
215310962,25,21.8,2,39
215310964,25,0,0,0
215310984,50,0.27,1,4
215310999,50,2.03,1,2
215311009,525,172.84,2,28
215311041,100,27.73,2,14
215311050,50,1.23,1,3
215311054,1300,209.98,2,229
215311055,25,0,0,0
215311059,100,8.85,1,19
215311074,50,11.7,2,7
215311096,25,13.34,2,67
215311108,50,4,1,1
215311119,25,4,1,1
215311123,25,10.13,1,14
215311146,50,4.21,1,7
215311153,50,0.21,1,4
215311178,50,5.65,2,30
215311179,40,0,0,0
215311184,25,40.83,2,70
215311205,100,0.15,1,1
215311210,200,32.83,1,7
215311220,25,0,0,0
215311227,60,0,0,2
215311239,25,0,0,0
215311241,500,214.55,1,26
215311243,25,0,0,0
215311247,50,15.27,2,54
215311258,100,1.94,1,17
215311271,100,22.82,2,54
215311272,30,2.4,1,8
215311274,100,2.72,1,7
215311285,150,94.5,2,24
215311287,100,413.68,2,164
215311299,40,0,0,0
215311301,100,8.15,2,10
215311330,30,0,0,0
215311348,25,20.67,1,9
215311372,30,0,0,0
215311373,100,60,1,16
215311374,25,3.74,1,23
215311377,25,9.67,2,34
215311390,3550,570,1,8
215311445,100,25.58,2,8
215311473,50,31.04,2,112
215311510,100,49.92,1,21
215311525,100,19.12,1,7
215311526,30,20.57,2,62
215311538,25,0.95,1,3
215311540,50,5.26,2,19
215311543,50,1.38,1,3
215311547,100,26.26,2,49
215311548,50,5.13,2,9
215311551,50,14.3,1,32
215311556,100,86.24,1,91
215311562,200,203,2,24
215311574,30,0,0,0
215311608,25,3.51,1,8
215311608,40,0,0,0
215311627,50,3.71,1,3
215311640,40,0,0,0
215311652,50,3.33,2,15
215311654,30,2.12,1,24
215311663,100,6.67,1,6
215311675,50,8.5,1,3
215311758,50,34.05,1,19
215311770,100,58.51,2,26
215311930,100,96.33,2,54
215311958,200,204.5,1,10
215312041,30,0,0,0
215312047,50,0.25,2,4
215312051,100,61.48,2,147
215312070,50,23.34,1,24
215312078,40,8.48,1,20
215312084,25,4.89,1,7
215312093,25,0,0,0
215312114,100,18.33,1,3
215312117,40,0,0,0
215312120,30,0,0,0
215312120,30,0,0,0
215312135,50,19,2,11
215312147,50,3.65,1,4
215312153,25,0,0,0
215312156,25,0,0,0
215312166,50,8.35,1,4
215312177,100,45,1,3
215312179,25,0,0,0
215312187,30,0,0,0
215312187,300,360.64,2,184
215312193,200,0.29,1,3
215312203,50,0.83,1,7
215312207,30,0,0,0
215312211,100,20,2,5
215312227,100,4.72,1,6
215312228,25,0,0,0
215312236,50,93.33,1,24
215312239,25,2.03,1,12
215312245,50,9.08,2,24
215312254,25,0,0,0
215312277,100,74.95,2,27
215312298,50,0.3,1,1
215312306,25,0,0,0
215312308,25,0,0,0
215312309,300,109.09,2,13
215312310,75,34.67,2,58
215312314,100,12.32,1,40
215312315,100,44.2,2,95
215312324,25,0.75,1,12
215312325,100,13.81,2,8
215312326,1450,546.82,2,155
215312337,100,11.46,1,19
215312363,30,0,0,0
215312364,100,8,1,2
215312402,25,6.89,1,6
215312405,100,27.21,1,36
215312408,100,2.04,1,16
215312409,100,2.07,1,4
215312412,50,24.63,2,10
215312440,50,1.07,1,10
215312441,100,0.29,1,7
215312463,25,0.33,1,6
215312487,50,15.92,2,10
215312517,25,0,0,0
215312533,150,20.38,2,17
215312546,50,7.33,1,2
215312572,100,21.6,2,59
215312585,50,4.12,1,22
215312587,25,0,0,0
215312605,100,16.4,1,61
215312613,30,0,0,0
215312616,30,0,0,0
215312630,25,21.14,2,25
215312632,100,3.24,1,4
215312637,50,3.55,2,29
215312647,25,0,0,0
215312673,25,0,0,0
215312688,225,93,2,10
215312700,225,102.23,2,160
215312703,50,15.5,1,7
215312708,30,1.87,1,3
215312715,600,209.5,2,22
215312719,25,0,0,0
215312721,491,139,2,12
215312744,100,18,1,5
215312768,25,0.34,1,2
215312798,50,1.57,2,17
215312807,200,81.36,2,27
215312834,82,22.23,1,14
215312843,25,3.63,1,4
215312880,50,27.72,2,24
215312886,50,14.84,2,145
215312892,50,5.27,1,11
215312898,25,0,0,0
215312904,50,7.72,2,38
215312908,25,4,1,1
215312912,200,61.28,1,61
215312913,200,28.67,2,71
215312931,50,1.11,1,3
215312951,50,4.01,1,8
215312977,25,0,0,0
215313000,25,0,0,0
215313003,200,14.47,2,28
215313023,2000,646.73,2,61
215313049,25,0,0,0
215313049,350,233.56,2,60
215313052,150,52.69,2,174
215313065,25,4.2,1,6
215313068,50,14.64,1,44
215313069,100,19,1,2
215313091,100,0,0,0
215313094,50,3.49,1,9
215313098,25,0,0,0
215313101,50,0.99,1,13
215313113,100,37,2,22
215313129,25,0,0,0
215313130,100,955.04,2,60
215313131,50,1.31,1,7
215313142,100,5.52,1,4
215313147,25,0,0,0
215313150,25,4,1,2
215313158,100,16.92,1,8
215313161,40,0,0,0
215313168,30,0,0,0
215313178,100,12.53,1,10
215313190,25,14.62,2,120
215313196,30,0,0,0
215313201,25,1.68,1,12
215313227,25,23.38,1,93
215313231,100,22.93,1,34
215313241,200,65.34,2,69
215313250,100,18,1,3
215313275,100,18.55,1,13
215313281,25,0,0,0
215313282,100,35,1,7
215313300,50,5.04,2,11
215313327,30,0,0,0
215313328,50,11.3,1,12
215313333,200,38.44,2,11
215313357,100,16,1,5
215313364,25,0,0,0
215313369,50,12.15,1,39
215313375,50,13.5,1,9
215313391,50,10.02,1,18
215313400,100,4,1,2
215313401,25,0,0,0
215313417,50,16,1,4
215313421,100,1.56,1,17
215313434,25,7.65,1,22
215313452,250,3.98,1,45
215313459,50,1.89,1,16
215313462,25,2.94,2,24
215313465,300,172.5,2,25
215313468,25,0.08,1,2
215313469,100,65.4,2,142
215313482,100,18.83,1,8
215313488,30,2.44,1,8
215313512,25,6.67,2,56
215313516,25,0,0,0
215313524,1000,68.21,1,34
215313529,100,2.69,2,20
215313544,100,13.5,2,3
215313545,300,168.09,2,56
215313550,100,0,0,1
215313558,50,4.7,1,41
215313572,50,8,1,2
215313576,50,4.27,1,3
215313589,100,5.15,1,16
215313598,50,4.75,1,3
215313606,25,3.4,2,27
215313633,30,0,0,0
215313641,50,18.35,2,6
215313668,100,19.29,1,18
215313701,100,3.34,2,28
215313717,50,7,1,3
215313735,100,4,1,1
215313753,50,7.52,1,11
215313762,50,1.04,1,11
215313765,50,9,1,6
215313770,50,0.4,1,5
215313771,50,11.73,1,11
215313773,200,101.69,2,191
215313775,33,7.56,1,1
215313787,30,0,0,0
215313789,40,0,0,0
215313796,50,8,1,1
215313807,100,23.5,2,13
215313814,300,60,1,10
215313815,50,3.33,1,5
215313817,125,25.5,2,6
215313822,100,34.12,1,16
215313824,10000,1772.25,1,12
215313826,50,9.5,1,2
215313830,25,0,0,0
215313850,50,10.33,1,5
215313867,25,4.16,1,3
215313889,50,6.93,1,11
215313896,50,11.55,2,35
215313901,100,10.74,2,71
215313928,300,206.98,1,33
215313939,50,16.5,2,11
215313953,25,0,0,0
215313977,100,2.18,1,8
215313981,50,11.98,1,7
215313991,200,60.56,2,129
215313994,100,114,1,12
215313994,25,0.56,1,3
215313996,200,47.65,2,5
215314009,25,0,0,0
215314010,25,0.98,1,10
215314024,50,3.38,1,2
215314035,50,1.23,1,7
215314036,150,30.65,2,17
215314039,100,3.96,1,12
215314073,50,32,1,6
