user_identifier,total_purchase,total_rake
91265051,200,38.41
91434386,300,155.86
91435506,25,4.5
91439878,100,33.58
91594231,50,16.76
91599465,100,45
91611307,50,12
91615406,25,3.33
92122410,50,1.19
92133355,50,0
92135442,100,21.5
92311680,75,39.5
92312955,450,149.98
92490115,100,51.6
92651234,50,7.33
93008332,100,8.35
93013527,50,27.74
93185813,1000,120
93353240,50,4.5
93357687,30,4.55
93713980,50,1.87
93715933,50,8
93886233,50,8
94060024,25,2.23
94067470,50,2.94
94239416,50,23.32
94404963,50,8
94419060,50,4.26
94580178,50,28.58
94595411,200,0.55
94757027,50,8.15
94757791,25,6.48
94765911,100,10.69
94930186,50,7.42
94934219,25,4.59
95106008,100,18.79
95112501,50,10.67
95118162,100,13.36
95119713,50,4
95121673,100,16.5
95641994,25,0
95643955,25,31.34
95653009,100,80.75
95822962,50,9.36
95827699,25,0.09
95828013,25,0
96171221,50,7.5
96171242,30,1.38
96336989,50,4.04
96347572,50,8.5
96350861,100,29.01
96352279,25,4
96355292,25,4.5
96514216,50,1.28
96517430,50,5.38
96858989,1255,453.6
96862191,100,7.74
96867970,100,38.94
97036256,25,4.3
97043131,50,4.71
97044753,100,7.14
97046480,25,9.55
97226961,50,3.99
97386386,100,13.5
97389938,100,15.85
97403219,50,3.22
97403789,355,33.14
97576141,100,7.63
97751805,50,5.7
97919291,25,4.5
97932599,25,44.5
98091553,100,43.81
98097672,100,16
98101683,100,35.5
98105449,100,33.04
98263234,100,15.12
98279825,50,4
98282344,25,5.26
98440621,50,6.34
98452110,50,8
98455083,1000,308.68
98455829,300,38.64
98460135,50,11
98613951,550,101.32
98788322,1000,5939.67
98798574,130,40.7
98804423,50,7.58
98964339,50,13
98964755,100,32.96
98974822,50,8.5
99148938,135,33.07
99153438,30,0
99154407,100,10.72
99158321,25,2.38
99158393,500,276.6
99159112,300,71.23
99321485,50,5.26
99327571,100,13.49
99335430,25,5.25
99490299,50,8.5
99495829,100,4
99496523,100,11.66
99504865,50,16.5
99513723,50,12
99673044,50,40.02
99673320,25,4.5
99675633,25,5.25
99676846,720,119
99685020,50,8.36
99845140,25,5.08
100022423,50,5.5
100022725,100,50.12
100036284,50,0
100194761,25,0
100198609,25,4
100216089,50,39.93
100381456,50,3.28
100390508,50,11.04
100543328,25,5.29
100558186,50,9
100565717,100,19.1
100718466,50,3.33
100730142,25,4
100731822,150,52.51
100739001,50,6
100742886,25,45.58
100899556,50,4.41
100916420,50,8
101071433,50,7.86
101072539,50,8
101092394,50,8.83
101250430,50,24.39
101257053,150,26
101267600,50,7.54
101428198,50,8.66
101609980,100,12
101612506,175,68
101612981,25,6.67
101614215,50,6.68
101617991,50,24.08
101783477,50,0.72
101784985,50,4.1
101795090,50,265.98
101795123,25,4.39
101957665,50,8.94
101961824,25,4.75
102128206,25,4
102142662,1396,329
102143275,75,46.25
102148109,25,4.63
102298932,50,4
102311745,150,98.03
102476892,25,13
102480206,100,0.47
102481817,50,31.74
102484512,100,7.06
102649680,100,5.5
102650752,40,4
102653154,50,10.5
102839995,100,24.25
103022806,50,0
103350824,50,8
103359036,50,31.85
103369430,100,11.11
103374839,50,8
103545814,100,19
103708176,25,4
103713544,25,0.06
103725989,25,4.5
103726396,1200,665.48
103727741,100,12.78
103885914,150,162
104053228,100,12
104055807,25,4
104056058,50,15.24
104060625,125,191.44
104066212,100,61.33
104075129,50,50.67
104241687,500,605.21
104252782,25,4
104253008,50,9.22
104253096,50,8
104406879,100,19
104414461,150,72.2
104420484,100,14.96
104422709,100,98.96
104425084,50,12.46
104591693,35,10.25
104593768,50,3
104599130,50,13.63
104601755,50,3.36
104756657,50,10
104757623,100,7.37
104760073,50,7
104768247,25,4.36
104936469,25,4.11
104945017,25,7.65
104948302,25,1320.87
105290148,25,0.67
105292330,50,8.97
105461524,25,9.5
105476525,50,8.75
105477356,50,1.75
105646595,100,1.02
105649699,50,0
105655525,50,19.86
105808046,100,36.25
105810929,25,4
105812410,50,21.5
105827674,50,8
105833543,100,54.09
105833558,50,11.16
105835321,50,4.53
105998664,50,23.33
105998975,50,18.6
105999036,50,60.6
106000571,400,107.5
106009869,11000,3305.44
106184209,500,302.37
106345151,150,34.5
106348313,50,8.39
106513583,100,45.52
106530079,50,1.69
106534922,100,36.83
106694763,50,8
106698443,50,9.01
106703919,25,8.88
106886342,30,10
107037924,90,12
107045827,50,7.33
107047650,50,4
107218670,25,30
107228160,100,18
107231181,100,26.48
107234254,50,0.93
107235400,100,10
109148769,25,14.95
109159258,50,27.81
109168916,50,7.33
109188221,25,8.86
109231903,500,87
109239307,50,12
109244601,50,6.67
109254615,25,4
109267869,50,54.97
109276556,200,54
109305156,100,17.08
109315389,200,66.67
109317564,50,8
109325775,50,87
109327606,550,23.49
109492803,50,8
109499671,191,12.83
109511392,50,8.42
109516438,25,4.5
109674916,50,13.79
109683850,50,7.3
109685286,48,12.35
109685759,30,4.74
109695309,100,4.09
110024991,100,20
110028845,50,9.19
110201531,30,5.5
110388574,50,0.69
110391572,50,4
110545102,25,4.39
110562918,200,26.78
110567183,50,8
110722327,50,4.23
110748123,50,20.03
110895614,100,38.23
110900691,25,6.79
110905844,100,18.3
110918881,25,7.45
111246751,100,1.5
111426700,50,8
111435829,100,3.33
111439334,25,2.77
111598532,100,0
111608226,50,8.17
111610575,25,0
111621792,50,9.66
111792490,50,28.83
111804208,25,6.67
111805360,100,15
111950174,100,0
111950469,100,23.39
111953731,25,0
111963936,25,33.68
111969146,740,379.02
111969514,400,119.74
111973416,250,8.17
112126991,100,98.64
112134852,50,7.9
112156200,50,8
112309577,50,444.67
112314014,100,17.29
112318628,50,0.75
112323687,100,35.99
112324936,100,12
112325203,50,16.97
112332608,100,0.35
112494029,100,17.62
112497507,50,17.5
112498941,100,12
112501000,50,8.5
112679201,25,1.13
112682056,50,8.5
112689142,100,0.11
112692300,100,31.38
112828188,25,2.99
112842448,50,9.38
112843696,100,19.9
112853988,50,1.75
112856946,100,21.26
112862023,50,9.85
113013839,50,0
113035546,50,4
113182194,25,13.5
113186360,50,8
113189192,50,0
113194544,100,20
113214056,50,18.62
113223043,50,34
113383131,50,8.64
113388112,100,5.33
113390112,50,29.71
113530041,1500,509.45
113530590,25,3.33
113540481,25,6.67
113548303,50,5.78
113549328,50,8
113713193,50,8
113724850,50,8.45
113878782,25,19.87
113883526,100,8.81
113887852,50,24
113888048,750,120
113896198,100,3.46
114065447,100,4.99
114067223,50,22
114232393,25,9.93
114233011,81,12
114233549,120,6.89
114234052,25,3.85
114235888,100,5.11
114239401,50,13.96
114244132,50,2.49
114417024,25,4
114417673,25,44.58
114424893,500,190.5
114770612,50,8
114931935,25,53.33
114948115,100,16.89
115116614,50,3.01
115124676,50,52.97
115129053,25,4.5
115284063,25,56.5
115285997,25,8
115288095,25,2.09
115289776,50,33.33
115299727,50,12.5
115459767,50,4
115465922,50,8
115471598,50,11.05
115476248,30,6.98
115652520,25,5.25
115993178,25,10
115995752,50,8.15
156342859,100,12.66
156346706,50,8.6
156870217,50,7.9
156875872,50,29.72
156886506,50,8
156890533,25,9.75
156892009,25,4
157238277,50,7.97
157240045,100,24
157396818,50,30
157413795,50,31.83
157582610,25,17.5
157586833,550,225
157748513,25,4.54
157758173,25,4.39
157764483,100,16
157769457,60,22.65
158102058,50,26.5
158282920,25,1.95
158286601,50,10.85
158286831,50,8
158290738,100,9.5
158296393,10000,3643.75
158297855,50,3
158451839,25,4.76
158634132,1000,152.58
158640545,670,408.5
158800647,100,50.67
158809408,100,32.58
158979448,100,2.39
158982005,50,7.35
158982864,50,7.24
158997078,50,3.33
159002511,50,13.9
159151319,50,11.89
159156771,50,0.81
159174006,100,15
159325458,150,36.23
159326245,25,6.12
159331084,50,0
159335553,50,17
159335808,8340,1080
159341935,500,75.87
159342826,150,12.98
159506511,25,2.13
159512829,400,52.32
159513210,25,4
159521394,50,22.25
159523575,100,28
159683053,100,0
159692110,25,4.5
159693773,50,8.5
159699027,25,3.71
159863080,50,8
159872510,50,8
160044766,400,70.75
160045248,50,5.56
160047045,100,19
160203939,50,5.64
160216393,85,66.2
160226439,300,253
160388122,500,69.05
160391174,50,8
160400725,25,10.18
160562888,100,73
160573210,100,51.99
160730764,100,16.01
160734575,150,24
160745928,25,0
160747844,200,135.68
160748947,25,4
160905337,50,27.9
160912306,100,10
160915052,25,10
160925362,50,4.84
161080817,500,82
161081756,25,4
161102243,51,0
161102811,500,966.67
161257330,25,4.2
161258990,25,0
161274306,100,661.08
161274757,100,31
161440628,25,4.14
161443806,300,106
161447033,100,16
161449506,25,7.78
161611937,100,36.74
161624986,25,66.67
161781405,2360,569.7
161791897,100,63.82
161794964,30,0
161961854,50,3.33
161961886,100,10.19
161968746,400,104
162150263,50,44.77
162308414,50,12
162330186,125,26.93
162492449,100,16
162495168,100,4.29
162498860,500,47.34
162504527,40,4.28
162659036,25,4
162668449,220,0
162838781,50,52.48
162841908,50,23
162843630,25,3.37
162849902,100,0
162852550,25,4.26
163014682,100,1.15
163016952,100,7.41
163033211,100,27.2
163033897,100,277.75
163034116,50,8
163185653,100,16
163200845,100,19
163365375,50,19.5
163372707,50,21.4
163374095,100,16.08
163382111,25,4
163385399,100,38.12
163555701,50,8
163713200,50,6.76
163725330,50,0
163727865,3500,1030
163730176,50,8.17
163889381,50,4
163890488,100,13.53
163893564,25,2.13
163896233,30,4.62
163902444,50,5.02
163908065,100,49.16
164063669,300,68.85
164065067,50,8
164085521,100,1481.37
164239781,100,16
164241947,50,1.22
164251378,100,18.17
164251616,100,19
164251715,25,4
164254754,50,15.33
164257673,35,7.33
164259761,50,14.96
164260852,50,7.71
164417814,100,7.17
164424903,201,17.5
164428073,50,24.32
164429143,50,401.33
164430377,83,14.39
164431797,50,13.33
164434042,200,124.31
164590718,50,2.43
164598806,25,21.35
164605275,50,8.03
164773099,100,16
164786141,100,8
164787324,25,6.67
164949226,1000,276.88
164953128,50,5.33
164960916,100,20.16
164961176,100,53.68
164962676,100,12
165132803,100,3.66
165294933,100,20.13
165297619,300,28
165305786,100,16
165311305,100,12
165467358,50,5.09
165477431,50,1.72
165479593,50,1.54
165642235,50,10.24
165658768,50,8
165660451,50,5.72
165831416,50,0
165997025,25,4
166002348,50,6.18
166003456,100,4
166009930,50,4
166169663,25,4
166175140,50,22.5
166181979,200,74.25
166184123,50,4
166188477,100,17.5
166532584,25,4.83
166533564,50,22.45
166533894,40,9.27
166537845,100,52.91
166538078,100,22.5
166538454,25,255
166539993,25,145.32
166698168,150,21.5
166698198,50,0
166701179,25,6
166703418,25,4.16
166712201,100,16
167050518,100,13.34
167056222,100,10.97
167060220,100,13.5
167221075,25,8
167221192,50,8
167224635,50,24.28
167225334,200,181.98
167230110,50,3.59
167235324,100,19
167238298,100,19.33
167398254,50,7.3
167411053,1500,1557.35
167415880,30,4
167574079,50,4
167582424,25,4
167584313,30,4.01
167750291,25,521.44
167751918,50,8
167755914,50,6.08
167769581,50,4.87
167924704,50,0.81
167929165,50,6.29
167930876,33,7.8
167935629,100,27.87
167938317,100,16.5
167939396,50,4
167941796,50,3.39
168109932,50,3
168114075,100,23
168115795,25,2.38
168274369,150,33
168278889,500,81
168280496,150,16
168282595,25,34
168455427,50,4
168458772,50,8.57
168460933,150,51.97
168461721,30,0
168465842,50,3.95
168629235,100,9.31
168630898,100,20.37
168631617,100,16
168634731,100,31.08
168800450,50,1.5
168802914,25,3
168814311,25,438.33
168815839,100,169
168979134,25,229
168986202,100,32
168987641,50,21
168990298,25,21.32
169158697,50,5.5
169160882,25,4
169163852,100,19.54
169169952,100,4
169328517,50,50.05
169329868,50,6.19
169330426,25,4.16
169332958,50,0.57
169335031,25,17.36
169338072,25,6.67
169338561,50,3.32
169501853,100,0.39
169517467,50,6.67
169517476,50,16.67
169520508,250,54.67
169521707,50,4.11
169683189,25,4.5
169688023,25,125
169690115,50,168.6
169690378,50,8
169694942,25,4.3
169858851,30,0
169859872,200,40.28
169867984,100,36.83
169870565,50,4
169872346,100,24
170030250,25,5.44
170031804,100,298.14
170045642,500,183.25
170046032,50,3.55
170207393,5100,761.58
170208494,50,5.83
170384746,25,0.18
170388724,50,1.5
170389096,25,1.77
170393868,50,0.33
170394430,50,13.71
170394539,100,24
170394712,100,36.67
170396623,100,32.42
170567411,100,23
170567543,50,41.78
170731044,50,10.67
170735283,50,20.75
170735399,35,9.67
170906188,50,8
170913300,100,0.46
170918990,200,36.25
171083707,25,21.75
171088505,25,3.86
171093112,150,108.26
171262763,25,3.75
171262850,200,59.18
171263295,50,4.93
171265307,50,4.5
171266708,100,65.5
171269672,100,20.33
171433668,50,11.7
171434845,50,10.15
171436512,1,7.33
171440816,800,334.32
171610064,50,0.68
171611477,100,18.33
171614631,100,36.67
171615633,100,12
171618026,100,5.63
171618273,50,0.72
171620746,25,4.5
171785493,50,0
171789664,50,17.41
171791689,100,1.1
171793308,25,9.5
171795239,25,4
171962719,200,82.17
171963684,100,0
171964821,7970,10818.22
171966543,290,63.3
171966681,50,0.5
171968340,100,17.5
171969643,25,0
172134485,50,70.01
172143130,50,4.28
172143796,50,12
172145364,50,5.17
172146443,2500,306.72
172148922,100,14.98
172309559,50,5.98
172310482,50,1.68
172313313,100,18
172314035,50,4.5
172316754,50,8.72
172317193,50,8
172494548,25,257.69
172500218,50,20.93
172501163,100,0.99
172662142,25,195
172670149,25,347.7
172671369,50,2.94
172673185,1200,530
172837632,100,0.47
172845300,200,37.82
173016880,50,2.34
173017225,25,4.31
173022526,25,2.76
173024592,50,6.66
173195968,25,7.93
173196868,25,6.18
173198689,100,22.51
173371636,25,9.75
173541313,50,8.65
173542809,50,8
173543758,100,21.17
173543939,25,3.33
173547059,50,8.25
173713787,25,331.26
173715976,25,1.64
173716908,500,285
173719101,25,2.21
173719795,50,13.76
173889748,100,16
173890122,50,8
173890528,150,27.53
173898756,100,110.63
174064091,50,12.75
174064438,100,17.99
174066506,100,0.5
174076823,30,70
174241401,50,27.8
174242036,100,24.5
174242990,25,1.5
174245096,100,7.93
174246595,200,102.5
174252273,30,11.94
174253407,100,4.22
174593109,500,3
174594809,100,22.19
174595560,100,8.32
174598897,50,188.88
174600598,2000,53
174602859,25,44
174604470,50,11.17
174773530,300,227.5
174774936,50,44.26
174776672,50,0.71
174776958,50,28.33
174777408,50,4.72
174778333,50,5.63
174780453,50,16.5
174781617,50,8
174782556,100,20
174941679,400,247.68
174941736,500,402.67
174943454,100,27.45
174946906,50,8.5
174950398,25,2.68
174950947,100,15.89
174951135,300,126
174951278,100,12
174952831,50,8.45
174954645,100,11.8
174955154,25,4
175120303,100,123.33
175122958,25,8.83
175123560,50,24
175123872,100,30.76
175294744,100,28.81
175298919,50,8
175299630,25,4
175301160,50,19.84
175301416,50,103.79
175303937,100,1.71
175308958,200,133
175309935,2050,673.24
175468034,100,29.38
175469528,100,4.5
175471581,100,1.5
175479222,200,36
175479333,25,16.47
175482373,50,17.01
175482983,1500,1032.24
175644852,25,80.08
175649168,50,8.43
175651187,25,3.08
175651202,50,200.61
175655386,25,4
175656843,50,9.82
175658516,50,3.75
175659300,500,326.86
175660339,50,19.5
175822676,25,4
175827323,25,4
175827809,100,8
175831319,50,2.29
175831366,450,126.04
175831517,25,4.08
175835479,50,14.45
176000741,25,4.54
176001176,100,14.57
176001971,25,4
176003250,50,7.5
176004928,25,6.67
176172494,100,18
176175081,100,33.5
176176197,145,33.92
176181142,25,4.45
176181308,28,17.83
176182454,50,8
176183790,50,2.01
176184532,25,48
176348087,2000,555.7
176348417,25,446.32
176348634,25,11.21
176353414,400,540.18
176357749,100,4.57
176358923,300,61.5
176358964,50,8
176359376,3000,390
176526997,150,350.53
176528386,100,35.94
176532115,50,16.6
176533923,25,4.25
176534470,50,4
176536627,50,24.41
176696532,50,8
176697230,100,5.36
176698037,100,8
176700812,100,10.5
176705105,25,1.52
176706925,500,105
176709332,50,5.3
176709345,100,46.5
176711761,100,20.5
176712059,50,12.29
176874953,100,24.3
176875498,50,16.2
176877901,200,64.26
176880027,50,4.45
176886558,50,1
177048101,2000,681.9
177050478,50,0
177052326,50,5.5
177053200,50,14.5
177053741,150,34.43
177054487,50,3.54
177054677,40,5.86
177057954,100,15
177059549,50,10.03
177060404,650,160
177060591,25,4
177222526,50,8.5
177225388,25,4
177225824,100,12
177226912,125,49.83
177228349,100,30
177228501,50,2.81
177228509,100,22.67
177232309,100,47.2
177232870,25,5.24
177233863,100,0.11
177234727,100,0.36
177236105,100,0
177238162,25,24
177398901,30,0
177398945,100,18.29
177400065,25,24.17
177401091,500,75
177402460,25,1.62
177403047,50,8.26
177403278,50,0
177404331,50,0
177404793,50,14.94
177404973,60000,2185.2
177407043,50,0.49
177407279,30,0
177407530,300,158
177408072,30,0
177408356,100,4.28
177408767,50,4.02
177409147,50,7.83
177409390,50,8
177412518,30,0
177412879,50,13
177414860,50,2.31
177573903,25,84.74
177574161,50,30
177575880,50,8.37
177577109,490,199
177580597,50,4.58
177581742,50,8.28
177587902,25,0.06
177587994,25,3.85
177588401,100,15
177588982,50,8
177590673,50,8.64
177591795,25,13.33
177750207,50,11.79
177750552,175,49.5
177755826,50,7.33
177756035,100,0.28
177758634,30,7.75
177758805,50,1.22
177758903,50,0.94
177759409,50,2.35
177760264,1900,702.72
177761128,50,5.13
177765605,50,28.5
177765641,100,86.33
177925052,100,48
177928044,50,13.33
177928345,25,18
177929650,50,8.5
177929794,50,8
177930233,250,38.96
177930832,100,311.04
177934054,25,29.25
177934645,50,6
177935802,25,3
177936786,100,21.75
177940691,750,420.67
177940734,50,0
178099941,50,0
178100856,50,8
178101357,25,43.33
178103351,100,4.21
178105697,50,19.69
178106320,50,14
178107218,50,11.31
178108454,50,3.05
178109363,100,0.49
178110954,50,4.54
178112332,50,54.22
178112806,50,8.75
178114022,50,5.79
178114050,50,12.12
178114242,50,1.5
178115290,50,2.86
178115375,100,24
178275962,400,266.67
178276014,50,113.83
178276208,50,3.33
178276554,400,1208.75
178277090,500,75
178277147,50,7.33
178277151,50,8.28
178278490,25,5.28
178279077,100,27.5
178280210,100,100.39
178280936,25,3.4
178283042,50,8.52
178283505,125,37.5
178284085,25,9.02
178284634,50,16
178285028,50,5.19
178285053,25,6.98
178285248,50,26.56
178285764,100,20.17
178286133,50,25.07
178290383,100,15.04
178451335,25,4.4
178454166,50,4
178454197,25,6.67
178454310,100,18.78
178455565,25,0
178456129,100,12
178456400,100,36.67
178457894,50,7.69
178458521,500,106.08
178459239,50,5.85
178459245,25,4
178459465,50,16
178459651,100,43.83
178459898,25,6.71
178463198,200,60.58
178463846,50,10.54
178464150,100,18.33
178465899,50,2.59
178465956,25,7.33
178466048,130,30.85
178626102,50,5.18
178626918,100,19
178627812,50,9.89
178628024,196,18.33
178628889,250,51
178629437,100,9.43
178630167,50,8.5
178631179,100,30.5
178631988,25,8.38
178632654,100,21.24
178633296,39,6
178634337,100,25.16
178634648,50,12.9
178634959,100,72.06
178635471,100,13.78
178635775,50,3.24
178639235,100,16.67
178639368,100,35.5
178640050,25,3.83
178640576,50,4.2
178802672,77,15.19
178804866,100,15
178806176,100,164.71
178806989,50,10
178807329,50,2.75
178807900,100,8
178808813,25,51.32
178809859,50,1.42
178810191,50,2.16
178811000,50,18
178811193,50,8
178811881,100,10.91
178812335,33,11.77
178813795,40,8.92
178813916,100,92.87
178813930,75,15.45
178814613,450,107.25
178814798,25,10
178814889,75,9.2
178815171,250,25.86
178815881,100,6.38
178816521,50,1.51
178977682,50,12.05
178978307,50,11.13
178978693,50,33.74
178979591,100,20
178980150,1000,600
178980673,100,19
178981075,100,7.48
178981199,25,0
178981204,100,18
178981461,50,8.47
178982611,50,8
178983183,25,4.3
178984091,25,1.5
178984263,100,32.35
178984282,100,4
178984329,50,14.11
178984725,350,159.77
178984776,100,132.96
178986320,100,0
178987049,25,0
178987216,200,31
178987727,100,0
178988062,30,10.5
178988152,50,8.73
178991221,100,25.5
179153065,100,68
179153906,200,50.4
179153908,50,14
179154195,100,13.98
179154631,50,12.99
179155284,50,8.25
179155541,50,8
179157231,100,25.47
179157326,200,88.5
179157560,50,46.38
179158052,30,11.87
179158295,50,8
179159203,25,5.5
179159874,750,130.5
179160024,25,2.49
179161159,150,126.56
179161786,50,16.74
179162690,100,38.15
179163525,30,12.31
179163872,25,3.33
179164255,300,110.62
179164447,50,1.04
179164543,50,4.34
179165027,25,3.05
179165337,25,9.08
179166377,50,13.33
179166558,50,5.5
179166789,50,3.2
179328053,25,0
179328054,150,27.43
179328364,50,36.08
179328476,50,11.33
179328510,25,0
179328538,25,0
179328611,1400,244.88
179328853,25,0
179329082,200,36
179329092,25,0
179329541,25,0
179331052,50,12.11
179331398,25,0
179331683,50,2.4
179331714,1000,3210
179332012,25,0
179332121,50,31.67
179332218,50,55.46
179332386,25,0
179332547,25,16.85
179332556,25,0
179332978,50,1.98
179333101,25,0
179333267,25,0
179333283,25,0
179333676,100,49.99
179333843,50,8
179334021,25,0
179334054,50,18.87
179334183,25,0
179334250,25,0
179334568,25,15
179334915,25,12.95
179334965,40,31.5
179335149,25,0
179335192,500,81.67
179335689,100,78.57
179335704,25,0
179335772,25,0
179335914,25,0
179335948,25,0
179336088,100,33.88
179336118,25,0
179336360,3850,649
179336460,25,0
179336635,25,0
179336802,25,0
179337204,25,0
179337342,25,6
179337515,25,0
179338049,150,36.5
179338634,25,0
179338729,25,0
179338944,25,0
179339148,100,7.85
179339215,25,0
179339337,25,4.18
179339378,50,0
179339459,50,3.56
179339747,25,0
179340328,25,0
179340417,50,5.62
179340604,25,0
179340695,75,32.92
179340955,25,0
179341091,25,0
179341266,25,0
179341438,25,0
179341505,25,0
179341543,50,3.08
179341712,25,0
179503421,100,34.88
179503468,100,54.97
179503981,100,66.27
179504385,75,12.5
179504487,45,22.06
179504880,50,10.62
179506010,150,52
179506027,50,8
179506173,300,86.5
179506640,100,2.12
179506693,100,60.25
179507006,300,76.68
179507521,50,8.5
179508210,50,7.66
179508217,25,0.94
179508299,200,121.5
179508702,50,0
179508714,100,16.3
179508774,50,44.69
179509420,50,9.5
179509741,50,15.37
179510038,25,0
179510206,100,6.49
179511393,50,2.25
179511449,100,150.75
179511817,25,4.58
179511855,100,55.23
179511938,50,17.06
179511976,50,13.33
179512567,100,36.86
179512599,50,12
179512798,50,54.9
179513009,100,14.26
179513620,185,91
179513765,50,9.5
179513920,50,7.25
179514047,50,14.68
179514127,82,7.95
179514158,50,9.5
179514485,50,8
179514870,100,0.11
179515018,25,3.4
179515136,47,4.5
179515550,50,6.67
179515753,25,32.75
179515841,50,4.78
179516036,50,10.67
179516285,100,16
179516295,50,16.3
179678898,25,0
179679075,25,0
179679188,50,1.47
179679210,50,15.58
179679259,50,4
179679337,25,0
179679644,30,0
179679749,25,0
179680024,25,0
179680116,25,0
179680159,30,0
179680224,500,75
179680272,30,0
179680396,250,0
179680665,30,0
179680670,30,0
179680711,25,0
179680745,25,0
179681266,30,0
179681413,25,0
179681419,25,0
179681517,30,0
179681569,25,0
179681578,25,0
179681673,25,0
179681765,25,0
179681773,25,0
179681934,25,0
179682003,25,0
179682009,50,87
179682027,25,0
179682086,25,0
179682096,30,0
179682110,25,0
179682230,25,0
179682380,25,0
179682557,25,0.45
179682663,25,0
179682728,25,0
179682740,25,0
179682849,45,12
179682939,25,0
179682945,25,0
179683034,25,0
179683110,25,0
179683168,30,0
179683188,25,0
179683271,50,21
179683288,50,3.58
179683316,25,0
179683348,25,0
179683392,100,0
179683438,25,0
179683572,30,0
179683640,25,0
179683660,500,3.86
179683709,25,0
179683940,25,6.33
179683965,30,0
179684133,25,0
179684144,50,13
179684146,100,87
179684225,30,0
179684321,25,0
179684345,25,0
179684382,30,0
179684485,30,0
179684522,50,16.5
179684597,50,0.4
179684657,30,0
179684667,25,0
179684697,30,0
179684719,30,0
179684732,150,23.73
179684769,100,140.5
179684838,25,0
179684842,25,0
179684874,50,5.76
179685051,25,0
179685142,25,0
179685415,25,0
179685519,25,0
179685534,25,0
179685708,30,0
179685779,200,51.72
179685822,25,0
179685921,25,0
179685929,30,0
179685955,100,8
179686029,50,3.33
179686085,30,0
179686155,33,0
179686207,30,0
179686289,25,1.77
179686364,25,0
179686373,30,0
179686609,30,0
179686613,25,0
179686614,30,0
179686633,25,0
179686800,25,0
179686926,25,0
179687082,25,4.86
179687120,30,0
179687126,25,0
179687179,25,0
179687249,25,18.33
179687255,30,0
179687590,30,0
179687624,25,0
179687711,25,0
179687745,25,0
179687774,25,0
179687797,25,0
179687808,25,0
179687822,30,0
179687843,50,6.16
179687941,25,0
179688064,50,6.23
179688091,25,0
179688188,25,0
179688442,25,0
179688450,25,0
179688597,50,16.67
179688618,30,0
179688637,30,0
179688701,38,0
179688710,25,0
179688721,200,8.3
179688814,25,0
179688815,25,7.5
179688835,30,0
179688931,500,8
179688953,25,0
179688959,30,0
179688982,500,65
179689010,25,0
179689016,25,0
179689044,25,0
179689057,50,44
179689083,25,0
179689215,25,0
179689246,25,0
179689278,25,0
179689385,25,0
179689554,30,0
179689632,25,0
179689642,30,0
179689656,30,0
179689663,25,0
179689672,25,0
179689684,30,0
179689704,30,0
179689857,50,12.97
179689889,25,0
179689904,30,0
179689987,25,0
179690056,30,0
179690060,25,0
179690100,25,0
179690225,50,12
179690287,25,2.46
179690521,25,0
179690544,30,0
179690677,25,0
179690746,30,0
179690793,50,4
179690957,25,0
179691065,30,0
179691068,500,88.13
179691075,25,0
179691081,25,0
179691105,25,0
179691274,25,0
179691299,25,0
179691350,25,0
179691400,25,0
179691458,30,0
179691633,25,0
179691639,200,56
179691856,25,0
179692126,25,0
179692178,30,0
179692197,25,0
179692250,30,0
179692373,25,0
179854472,50,7.89
179854520,50,3.33
179854814,75,12.28
179854838,100,5.78
179855015,1000,228.88
179855143,25,14
179855313,25,0.97
179855432,50,8.28
179855555,25,0
179855714,2000,631.64
179855720,50,8.69
179855938,50,8
179856217,200,45.4
179856306,25,0
179856549,100,24
179857049,25,16
179857337,2000,279.3
179857375,50,5.3
179857575,50,8
179857676,100,13.9
179857761,50,124.11
179857844,500,181.5
179857901,40,18.97
179858095,50,43.92
179858207,50,33.33
179858276,100,15.26
179858517,25,21.63
179858991,13000,1308.68
179859007,55,13.5
179859088,50,9.5
179859344,100,4.46
179859347,100,65.07
179859488,25,3.33
179859616,25,4
179859783,200,109.51
179859823,200,60.5
179859866,50,16.99
179860196,50,12.5
179860221,75,17.95
179860327,25,0
179860535,50,11.25
179860619,100,2.49
179860629,25,10.84
179860932,25,8.18
179861387,50,8
179861393,40000,4060.59
179861452,50,13.5
179861486,50,3.33
179861619,25,5.97
179861824,25,23.67
179862058,25,4.88
179862094,50,40.8
179862280,25,4
179862285,50,12.58
179862670,50,8.1
179862766,100,17.37
179862962,25,0.75
179863495,50,0.34
179863840,25,0.63
179863892,25,17.07
179864351,25,0
179864574,25,0
179864931,100,17.96
179865069,50,0
179865407,50,8
179865419,50,12
179865732,50,8
179865739,50,0.57
179865831,50,3.17
179865854,25,7.92
179865866,100,11.33
179865988,50,23.33
179866020,25,11.19
179866066,25,0
179866123,25,1.57
179866552,25,0
179866670,50,1.69
179866831,50,4.92
179867059,100,11.72
179867213,100,15
179867258,50,4
179867304,80,37.62
179867718,900,352.93
179867766,100,3.65
179867776,30,57.48
179867829,50,3.09
179867981,25,0
179868169,100,50.41
179868193,50,1.43
179868539,30,20
179868560,50,9.12
179868587,50,8.4
179868730,25,3.53
180029874,50,286.5
180029893,25,0
180029908,100,4.36
180029934,25,0
180029948,25,0
180030035,50,12.3
180030043,25,6.35
180030057,25,5.5
180030059,50,209.08
180030062,25,0
180030080,50,8.22
180030111,50,5.3
180030137,25,0
180030178,30,0
180030191,50,197
180030216,25,8.08
180030282,25,0
