user_identifier,total_purchase,total_rake
180213714,50,3.72
180213717,300,83.54
180213730,25,0.47
180213735,25,0
180213739,25,0
180213744,100,6.74
180213752,30,0
180213753,25,7.75
180213756,50,1.22
180213761,50,0.28
180213784,30,9.05
180213807,50,0.61
180213825,100,4.36
180213828,50,1.23
180213831,100,15.51
180213835,25,9.3
180213836,30,0
180213839,50,13.29
180213839,50,2.06
180213847,25,6.67
180213849,1100,323.74
180213879,25,0
180213906,30,2
180213911,100,44.83
180213918,50,1.24
180213921,50,3.63
180213926,1850,240
180213930,25,10.75
180213934,100,23.27
180213938,25,7.33
180213941,100,3.8
180213954,30,4.32
180213961,75,12
180213964,155,87.7
180213973,50,4
180213978,50,0.93
180213995,50,0
180213999,50,0
180214004,90,12.77
180214012,50,27.01
180214014,30,4.9
180214022,50,7.83
180214025,30,0
180214030,77,64.16
180214077,50,4.52
180214082,100,21.82
180214086,25,0
180214097,30,25.95
180214103,30,2.19
180214109,50,19.42
180214113,25,0
180214128,50,7.33
180214130,150,123.15
180214133,25,3.9
180214136,25,0
180214138,25,0.99
180214140,50,43.65
180214145,50,3.28
180214146,100,12
180214148,100,11
180214150,25,0
180214169,50,7.14
180214170,50,33.75
180214176,25,1.72
180214180,26,291.2
180214185,500,51.9
180214195,50,19
180214196,25,0
180214207,61,32.5
180214230,50,4
180214242,100,0.36
180214250,100,15
180214254,100,2.7
180214273,25,0
180214275,250,63.76
180214278,100,11.01
180214283,50,7
180214290,50,20
180214304,25,0.12
180214308,30,0
180214314,25,0
180214324,500,25.5
180214329,30,0
180214332,25,7.06
180214336,100,12.42
180214336,30,0
180214337,2000,1312.77
180214345,50,0.31
180214350,250,67.08
180214355,25,0
180214366,25,0
180214370,25,0
180214381,25,3.33
180214385,30,0
180214388,100,16
180214388,200,46.67
180214393,100,15.68
180214400,50,1.22
180214406,30,15.5
180214407,50,8.84
180214440,25,10.67
180214458,100,13.31
180214464,100,3.33
180214466,30,0
180214494,75,46.04
180214498,100,0
180214499,25,5.25
180214503,100,92
180214515,25,0
180214546,28,0.79
180214548,25,1.26
180214562,25,5.22
180214566,50,6.58
180214570,25,0
180214576,50,0.16
180214582,50,5.67
180214582,25,0
180214586,25,8.16
180214608,50,35.26
180214624,30,0
180214630,130,8.6
180214686,50,6.67
180214693,100,12.51
180214705,100,13.48
180214717,100,7.67
180214717,500,168.25
180214723,30,0
180214727,50,110.5
180214729,25,0
180214735,325,39.27
180214737,25,0
180214747,3000,1693.25
180214748,100,0
180214750,25,0.28
180214773,25,4
180214812,50,6.3
180214812,25,0
180214815,50,8.38
180214816,25,0
180214825,50,0.97
180214825,100,4
180214826,125,100
180214831,25,0
180214834,30,0
180214838,25,0
180214845,50,27.48
180214846,2300,1038.81
180214864,200,74.19
180214871,696,168.26
180214872,100,23.82
180214878,1000,1654
180214905,25,3.75
180214914,100,13.13
180214922,25,0
180214929,30,0
180214933,25,0
180214934,30,0
180214943,50,10.75
180214980,25,0.79
180214986,230,515.87
180214992,30,0
180215008,25,0.57
180215013,25,0
180215016,1135,131.01
180215021,100,104.35
180215024,50,59.62
180215033,50,5.43
180215040,25,0
180215051,100,193.33
180215052,100,4
180215060,100,24.97
180215063,30,0
180215067,1000,0
180215094,50,48.43
180215098,25,0
180215109,25,0
180215114,50,8
180215119,50,13.75
180215124,30,0
180215137,30,0
180215146,30,0
180215150,100,18
180215152,40,6.36
180215161,30,0
180215181,350,195.58
180215194,100,1.81
180215201,50,10
180215202,100,20
180215211,50,39.31
180215213,25,12
180215214,50,20.04
180215219,30,0
180215220,26,0.08
180215223,50,7.5
180215228,25,91.42
180215232,50,6.71
180215233,50,8
180215245,100,16
180215245,500,96.17
180215254,25,0
180215265,50,17.25
180215266,30,0
180215267,5000,4111.16
180215269,25,0
180215284,50,8.39
180215288,194,63.33
180215293,100,20
180215300,65,9.47
180215307,25,0
180215312,150,63.62
180215332,50,7.08
180215333,50,8.94
180215353,411,39.49
180215373,100,2.9
180215374,300,0
180215383,50,0
180215388,50,1.82
180215391,100,28.77
180215392,30,0
180215401,30,0
180215406,25,0
180215423,375,200
180215432,25,29.97
180215440,50,1.19
180215461,25,0
180215466,25,0
180215470,100,9.66
180215476,30,0
180215478,50,7.83
180215482,50,8
180215495,25,0
180215496,30,5.87
180215497,1000,1020
180215531,400,135
180215542,25,0
180215549,50,7.73
180215557,30,0
180215559,100,12.58
180215579,25,0
180215600,25,0
180215602,100,4.03
180215634,25,0
180215637,120,3.49
180215639,50,4.78
180215648,50,18
180215651,25,0
180215661,50,0.43
180215670,100,61.15
180215671,50,11.17
180215673,50,13.43
180215687,25,3.31
180215700,25,0
180215713,25,0
180215722,25,0
180215725,25,0
180215747,50,90.42
180215752,25,0
180215755,28,0.88
180215765,50,4.5
180215767,200,53.07
180215772,30,4.94
180215781,100,21.69
180215783,40,7.5
180215786,30,0
180215799,50,51.8
180215804,50,8.6
180215807,50,23.45
180215812,30,0
180215823,27,0.74
180215828,50,5.1
180215853,30,0
180215857,30,0
180215859,30,0
180215863,25,0
180215873,25,0
180215887,50,0
180215889,50,0
180215899,30,0
180215904,50,8.45
180215925,25,0
180215930,50,15.24
180215944,30,0
180215955,30,0
180215961,270,167.05
180215967,100,0
180215968,25,0
180215975,25,0
180215990,100,7.21
180215992,25,33.98
180215993,25,0
180216007,25,0
180216008,500,36.98
180216013,50,9.5
180216019,40,0.35
180216028,50,11.61
180216034,50,7.5
180216035,30,0
180216039,30,6.67
180216045,50,0.67
180216050,100,654.07
180216061,100,8.68
180216062,26,0.38
180216065,50,3.85
180216068,200,73.31
180216082,50,21.49
180216086,30,0
180216088,50,1.55
180216120,300,93.9
180216131,30,0
180216133,25,0
180216137,50,11.13
180216138,50,4.28
180216144,2000,852.44
180216155,50,4.8
180216158,50,7.53
180216159,200,251.81
180216167,100,72
180216175,25,0
180216179,100,4
180216204,25,0.04
180216206,100,20.21
180216217,50,5.5
180216220,25,0
180216221,100,24
180216224,30,0
180216233,500,83.91
180216240,30,0
180216250,30,0
180216261,100,12.19
180216281,50,6.39
180216287,25,1.8
180216297,50,4.1
180216323,25,9.05
180216325,400,428
180216328,211,27.52
180216333,25,0
180216338,30,0
180216339,25,0
180216339,30,0
180216350,500,150
180216354,30,0
180216357,100,0
180216359,100,11.23
180216391,30,0
180216391,50,13.27
180216401,50,3.76
180216412,25,1.3
180216428,25,0
180216432,100,88.39
180216438,50,3.33
180216439,500,1.58
180216443,50,8.4
180216447,50,0.55
180216450,29,1.65
180216460,150,23
180216461,100,17.2
180216462,50,3.45
180216467,25,0
180216474,50,2.21
180216485,100,1.9
180216489,25,0
180216493,25,0
180216498,200,455.56
180216503,30,0
180216516,150,118
180216517,50,0.04
180216539,25,5.5
180216545,100,3.52
180216547,100,18.96
180216556,50,12.55
180216560,30,0
180216562,50,1.67
180216565,30,0
180216580,25,0
180216584,50,123.5
180216595,25,0
180216596,28,0.58
180216601,50,14.12
180216603,50,4.03
180216617,30,0
180216634,100,1.62
180216637,26,0.08
180216650,50,11.98
180216652,25,0
180216654,50,1.04
180216671,1000,173.35
180216681,30,0
180216689,100,146.7
180216696,96,33.59
180216707,500,86.46
180216710,25,0
180216719,300,66.31
180216725,50,4.96
180216726,50,2.71
180216729,50,10.29
180216737,25,0
180216738,50,5.77
180216740,100,11.28
180216741,500,31.29
180216752,600,248.51
180216754,25,34.5
180216760,100,47.88
180216770,50,2.25
180216772,25,0
180216781,30,42.54
180216785,25,6.92
180216806,25,0.12
180216814,50,3.63
180216824,100,2.07
180216829,25,0
180216834,100,4.24
180216835,25,10
180216840,500,13
180216844,100,9.61
180216855,30,0
180216860,30,0
180216864,25,2.13
180216872,30,0
180216877,25,0
180216882,26,0.08
180216891,50,4.39
180216910,25,1.5
180216913,50,6.67
180216915,25,0
180216918,600,455.5
180216922,50,43.37
180216925,50,7.68
180216926,100,10
180216936,50,27
180216937,25,0
180216941,100,69.74
180216942,25,15.87
180216950,75,15.41
180216953,198,3.62
180216953,50,6.3
180216962,25,0
180216966,25,0
180216970,50,10.57
180216998,25,15.38
180217003,175,43.75
180217005,50,3.56
180217009,25,4.84
180217010,50,9.82
180217014,50,1.37
180217015,30,0
180217026,100,3.6
180217038,25,0
180217040,50,13.5
180217047,50,1.5
180217049,400,128.48
180217058,25,1.08
180217060,250,197.31
180217061,30,0
180217062,50,0.12
180217064,50,258.45
180217067,25,0
180217076,50,0.05
180217077,25,0
180217080,25,0
180217082,25,0
180217091,50,0.28
180217093,25,0.04
180217101,50,12
180217118,100,10.37
180217136,50,7.36
180217138,25,6.25
180217143,50,8.88
180217144,100,28
180217153,300,81
180217154,25,0
180217157,50,10.7
180217159,50,4.71
180217169,25,0
180217170,25,0
180217175,25,0
180217179,25,1.5
180217180,30,0
180217185,180,86.51
180217190,450,238.16
180217200,100,20.08
180217211,400,312.68
180217213,50,2.93
180217218,50,97.25
180217218,100,43.28
180217225,50,8
180217238,125,130.83
180217244,30,0
180217246,30,0
180217261,30,0
180217265,25,0
180217272,25,3.38
180217301,25,0
180217304,100,6.19
180217314,25,2.6
180217329,30,0
180217330,30,0
180217339,25,0
180217341,50,27.75
180217349,50,8.17
180217350,50,0.08
180217365,30,0
180217372,50,4.34
180217374,250,92.25
180217380,30,0
180217393,25,8
180217395,50,17.35
180217400,25,0
180217402,100,1.5
180217408,1350,709
180217417,100,95
180217431,50,5.78
180217433,100,4.71
180217442,25,5.5
180217443,150,141.51
180217444,100,171.4
180217450,50,12.39
180217452,25,33.88
180217454,25,4.75
180217454,30,12.13
180217458,50,98.64
180217469,50,7.67
180217481,50,6.62
180217486,100,23.23
180217488,500,39.77
180217505,25,0
180217511,600,188.93
180217523,50,4.95
180217525,25,6.67
180217526,29,0.43
180217531,30,0
180217532,25,0
180217536,30,0
180217546,25,11.32
180217551,25,6.67
180217569,100,9.93
180217571,1000,135
180217579,25,0
180217583,50,18.84
180217585,25,6.67
180217589,50,8
180217590,30,0
180217593,30,0
180217613,50,68.72
180217623,100,12.19
180217643,50,11.44
180217659,50,10.6
180217691,50,0.47
180217694,50,9.69
180217705,300,177.56
180217717,50,2.68
180217718,50,8
180217720,50,6.9
180217745,35,0
180217750,30,0
180217754,30,0
180217754,50,5.98
180217756,30,0
180217757,50,13.5
180217767,25,0
180217770,75,103.74
180217792,400,69
180217798,100,32.96
180217799,100,12.57
180217805,50,4.5
180217808,25,0
180217835,30,2.09
180217840,25,0
180217846,500,110.27
180217862,300,131.21
180217862,200,41.25
180217868,50,8
180217872,50,20
180217874,50,0.47
180217880,100,10.34
180217882,1000,1204.8
180217897,50,14.67
180217899,25,10
180217902,25,6.55
180217911,50,2.42
180217920,100,68.56
180217924,50,1.58
180217934,50,3.48
180217936,100,38.78
180217940,300,138.89
180217950,30,0
180217967,50,8.58
180217975,50,6.33
180217985,30,0
180217986,25,0
180217993,25,1.69
180218000,25,0
180218017,25,0
180218021,140,5.03
180218022,25,0
180218036,150,52.44
180218042,25,0
180218050,250,45
180218053,25,3.33
180218062,100,20.12
180218071,25,0
180218074,25,0
180218083,25,0
180218089,100,379
180218098,25,0
180218099,9300,2640
180218104,28,0.37
180218114,50,15.96
180218118,25,4.59
180218130,100,11.29
180218133,30,0
180218146,50,15.32
180218153,100,2.72
180218170,25,0.78
180218174,25,0
180218175,30,0
180218196,200,40.23
180218196,30,0
180218203,100,1.87
180218208,30,0
180218209,50,8
180218212,425,365.69
180218213,50,18.1
180218234,30,0
180218241,500,117.69
180218249,100,35.33
180218252,50,67.81
180218259,125,63.99
180218260,30,0
180218265,100,23.33
180218281,100,1.68
180218283,200,37.25
180218286,25,0
180218302,100,22.07
180218308,100,8.57
180218309,380,147.12
180218311,40,1.33
180218312,100,23.33
180218313,30,0
180218324,196,0
180218330,50,92.57
180218332,25,0
180218366,100,8.35
180218375,50,36.5
180218403,100,17.02
180218416,50,4
180218418,100,24.86
180218421,50,123.73
180218430,25,0
180218442,30,0
180218446,25,6.27
180218449,50,6.25
180218452,100,25.49
180218456,50,16.67
180218456,100,0
180218456,25,0
180218457,25,0
180218463,25,0
180218464,100,1.46
180218475,50,29.48
180218478,100,7.33
180218480,55,15.5
180218481,25,0
180218492,50,8.29
180218494,75,60.75
180218507,100,86.24
180218511,50,78.83
180218520,30,0
180218555,50,5.97
180218558,100,11.22
180218575,50,2.1
180218579,50,4.2
180218580,30,0
180218584,100,17.5
180218585,50,8.19
180218587,400,71.12
180218595,30,0
180218602,100,0.91
180218630,100,92
180218637,100,2.74
180218651,50,7.31
180218663,100,45.5
180218675,25,0
180218698,25,0
180218705,150,54.71
180218706,200,55.16
180218714,25,0
180218724,50,12.13
180218729,50,2.51
180218734,30,0
180218739,50,10.16
180218741,30,0
180218749,50,29.67
180218753,25,21.25
180218754,50,8.08
180218761,100,8.64
180218771,30,0
180218772,306,0
180218773,25,0
180218781,30,2.82
180218782,50,0.36
180218788,50,9.63
180218788,25,5.25
180218791,800,131.17
180218792,50,11.68
180218807,30,0
180218833,25,0
180218836,50,8.75
180218838,25,0
180218848,25,0.77
180218849,100,19
180218853,50,6.04
180218867,30,103.26
180218871,3600,934.67
180218875,50,0.85
180218884,500,187.36
180218890,25,0
180218894,50,6.67
180218897,50,5.49
180218910,30,18.5
180218920,25,0
180218922,25,0.04
180218935,300,162.89
180218938,25,0
180218942,30,0
180218966,25,0
180218985,25,0
180218989,50,4.16
180218990,50,35.54
180218992,150,41.72
180218994,50,3.93
180219006,50,6.71
180219010,150,50.61
180219011,50,15
180219014,241,106.25
180219022,150,23.74
180219030,30,0
180219031,30,0
180219033,25,0
180219040,107,30.4
180219044,200,111.64
180219048,100,5.18
180219054,30,0
180219055,100,5.65
180219063,25,0
180219074,25,0
180219080,1000,311.5
180219091,50,3.65
180219097,30,0
180219106,50,32.06
180219109,450,281.74
180219112,50,6.83
180219114,50,5.23
180219120,50,39.02
180219125,100,16
180219138,50,0.77
180219139,300,85
180219148,25,0
180219155,100,14.01
180219158,25,0
180219168,25,0
180219168,30,7.78
180219180,25,0
180219182,50,5.45
180219184,26,0.08
180219185,30,0
180219187,25,5.5
180219190,26,0.08
180219204,30,5.09
180219210,50,17.25
180219212,25,0
180219218,50,8.56
180219233,25,0
180219234,25,12.62
180219241,100,10
180219248,150,17.6
180219253,25,0
180219260,100,24.78
180219273,100,78.17
180219274,25,0
180219277,50,32.24
180219281,50,1.43
180219283,50,10.45
180219285,25,0
180219287,1000,152.5
180219288,50,0.62
180219296,100,0.3
180219312,500,3148.12
180219327,100,25.5
180219329,25,0
180219330,25,1.13
180219338,100,0.43
180219344,25,0
180219366,650,119.5
180219368,25,0
180219373,100,3
180219376,50,6.47
180219388,30,0
180219390,25,0
180219396,30,0
180219402,50,8.05
180219418,200,150.25
180219442,25,0
180219453,25,19.49
180219458,13000,0
180219463,100,1.28
180219535,25,0
180219551,25,4.02
180219566,100,20
180219569,25,3.7
180219574,25,159.77
180219576,100,2.61
180219580,25,0.22
180219581,25,0
180219601,100,1.47
180219604,100,1.8
180219610,25,0
180219611,25,8.42
180219616,50,2.46
180219618,30,0
180219619,25,0.12
180219620,50,10.05
180219621,25,0
180219623,25,3
180219627,65,12.08
180219634,200,24.88
180219636,50,4
180219637,50,1.15
180219637,50,8.5
180219649,50,3.33
180219655,50,8.25
180219663,300,184.38
180219677,25,0
180219682,25,0
180219685,25,0
180219687,50,27.13
180219690,100,16.67
180219694,50,33.18
180219710,50,23.63
180219731,25,0
180219740,50,7.33
180219742,50,10.19
180219744,25,0
180219753,100,9.44
180219767,25,3.9
180219772,50,2.59
180219773,50,3.93
180219782,50,2.45
180219788,25,1.25
180219793,25,0
180219799,50,1.74
180219805,50,1.58
180219809,25,0
180219811,50,8.38
180219814,50,52.37
180219815,150,32.24
180219818,25,0
180219819,40,3.75
180219821,500,90
180219828,50,32.25
180219840,25,0
180219841,25,0
180219852,100,0.31
180219853,50,7
180219870,30,0
180219876,500,182.19
180219877,25,0
180219885,2000,3122.97
180219904,50,0.19
180219906,50,28.79
180219916,50,8
180219917,30,0
180219926,25,3.33
180219935,30,0
180219936,30,0
180219938,25,0.34
180219940,25,0
180219948,250,283.48
180219948,50,8
180219948,25,6.15
180219964,26,0.08
180219972,100,13.37
180219982,100,9.15
180219987,25,0
180219997,30,0
180220015,30,0
180220029,300,55
180220031,50,8.61
180220035,30,0
180220045,50,6.25
180220049,100,68.08
180220072,25,0
180220097,50,1.29
180220117,4125,1039.5
180220121,230,84.61
180220125,30,0
180220130,100,4
180220134,50,8
180220139,200,44.06
180220143,500,240.23
180220144,100,6.12
180220165,50,4.34
180220185,100,42.22
180220197,1850,1080
180220205,25,5.03
180220207,50,4.36
180220216,50,0.29
180220223,100,20
180220237,30,0
180220257,25,0
180220258,200,169.79
180220263,3000,844
180220270,100,15
180220276,27,0.66
180220281,50,10.33
180220289,1000,68.67
180220295,100,6.38
180220309,185,91.38
180220311,25,0
180220318,50,0.89
180220320,50,4.28
180220348,50,41.66
180220351,50,6.52
180220363,100,10.92
180220410,25,0
180220413,30,0
180220415,50,0.12
180220421,100,28.72
180220425,50,8.83
180220428,50,7.83
180220445,30,0
180220460,30,0
180220463,50,54.59
180220470,50,6.22
180220497,100,18
180220511,50,16.02
180220516,25,0
180220523,500,84.97
180220527,50,30.32
180220532,100,4.04
180220536,30,0
180220547,50,8.05
180220548,300,345.71
180220560,50,8.88
180220562,100,36.48
180220570,25,0
180220594,25,0
180220617,100,201.81
180220620,50,89.8
180220620,351,72.33
180220625,100,23.56
180220636,50,34.2
180220642,50,21.17
180220643,100,15.02
180220653,30,0
180220657,15200,2518.62
180220658,30,0
180220666,50,0.68
180220666,50,1.4
180220675,25,0
180220682,50,7.5
180220685,100,46.41
180220704,580,178.62
180220718,90,1.22
180220722,50,5.96
180220761,1450,1069.91
180220764,26,0.08
180220765,100,27.75
180220768,30,0
180220780,50,26.67
180220788,50,15.98
180220797,50,16.23
180220834,30,4
180220837,25,0.81
180220837,30,0
180220842,25,0
180220843,50,8
180220857,30,0
180220860,25,0
180220872,25,0
180220873,25,6.8
180220883,100,19.95
180220884,25,0
180220888,350,242.21
180220891,25,7.83
180220896,50,3.11
180220900,30,2.18
180220915,100,10.89
180220919,750,354
180220935,50,4.83
180220940,100,31.94
180220947,500,26.67
180220947,71,14.14
180220951,30,0
180220961,50,8
180220966,100,4.5
180220975,95,65.28
180220982,25,4
180220999,25,0.34
180221002,100,6.87
180221005,25,0.2
180221022,25,0
180221024,50,5.86
180221025,50,0.7
180221050,1620,390
180221053,100,1.13
180221072,50,11.6
180221079,50,0.75
180221079,100,15
180221082,415,114.88
180221084,50,1.79
180221091,100,15.4
180221118,50,8
180221121,100,14.68
180380767,50,5.93
180380774,100,3.99
180380776,417,225.63
180380779,50,16.67
180380797,100,50.4
180380808,400,44.92
180380824,30,0
180380844,25,1.79
180380864,50,10
180380890,50,128
180380912,100,34.5
180380923,50,0.65
180380950,50,5.95
180380983,60,21.5
180380991,25,1.5
180381001,25,6.62
180381027,50,2.48
180381030,30,0
180381031,50,2.54
180381031,25,0.12
180381044,30,0
180381053,50,9.79
180381060,150,486.05
180381071,50,1.74
180381077,100,54.23
180381080,100,4.94
180381083,60,0
180381100,100,14.74
180381107,50,8
180381118,150,20.06
180381152,50,7.4
180381158,25,4
180381161,100,20
180381169,25,14.17
180381174,50,4.3
180381177,25,4.86
180381191,50,0.3
180381193,300,54.26
180381222,25,0
180381233,25,8.5
180381241,30,4.19
180381242,28,0.74
180381245,30,0
180381254,25,4.73
180381261,100,3.24
180381267,50,15.92
180381293,100,11.72
180381299,100,0
180381311,100,7.87
180381323,50,0.04
180381343,500,65
180381360,100,15.18
180381365,50,11.25
180381370,25,4.16
180381373,50,2.31
180381387,100,22.56
180381391,600,28.59
180381421,25,0
180381423,50,0
180381439,200,0
180381450,100,0
180381451,25,0
180381453,25,0
180381458,50,60
180381460,50,1.5
180381464,25,1.67
180381471,100,8
180381485,50,0.42
180381489,25,0
180381526,50,2.47
180381538,50,4.42
180381555,100,11.33
180381567,50,20.5
180381567,225,67.5
180381578,100,44.69
180381581,50,10.82
180381591,25,0
180381601,50,20
180381611,50,16.67
180381611,100,29.83
180381612,25,0
180381634,25,0
180381638,100,0.41
180381660,100,17.9
180381663,50,20.75
180381663,50,4.84
180381679,28,11.74
180381701,50,4.19
180381703,50,0
180381706,100,13.19
180381728,100,21.5
180381753,100,6.88
180381757,25,0
180381767,50,3.33
180381771,150,7.86
180381787,50,1.52
180381799,100,82.85
180381806,100,4.13
180381809,100,6.67
180381827,100,1.83
180381835,25,5.68
180381839,221,0
180381842,100,13.56
180381847,50,6.41
180381852,50,2.7
180381863,100,4.73
180381866,50,0.27
180381879,25,0
180381882,100,5.36
180381888,25,0
180381895,80,0
180381897,25,8.52
180381913,25,4.84
180381918,50,7.34
180381932,100,9.04
180381938,25,0
180381939,25,0
180381954,40,0
180381965,200,79
180381965,50,3.99
180381969,100,8.96
180381971,50,0.53
180381980,25,7.21
180381995,50,8.77
180381996,50,4.83
180381996,50,4.32
180381996,50,1.75
180382035,30,0.64
180382047,100,1.5
180382059,100,3.63
180382064,50,8.75
180382087,30,0
180382090,50,12.3
180382094,200,15.34
180382095,100,1.96
180382104,25,4.18
180382104,25,0
180382106,100,28.67
180382125,25,0
180382139,100,0.69
180382154,50,26.95
180382173,25,0
180382195,50,34
180382230,50,77.68
180382233,50,9.61
180382253,25,8.06
180382255,100,0.28
180382255,100,2.05
180382256,50,16.38
180382265,50,1.12
180382268,100,50.41
180382269,50,5.61
180382281,2015,204
180382293,50,9.2
180382297,250,8.96
180382307,50,24.81
180382314,100,19.82
180382330,50,5.62
180382349,100,1.27
180382360,50,28.33
180382362,25,4.15
180382377,50,0.5
180382377,100,0.42
180382396,30,6.3
180382400,3380,940
180382407,50,0.92
180382411,50,0.93
180382413,100,31.59
180382420,50,3.33
180382424,50,1.94
180382459,50,23.33
180382462,25,4.99
180382476,100,1.83
180382480,25,0.55
180382485,30,10.32
180382497,150,30.62
180382517,30,5.66
180382546,50,5.42
180382555,100,0.58
180382564,50,0
180382569,50,12.17
180382576,26,0.66
180382579,100,31.67
180382582,100,8
180382614,25,14.8
180382615,25,0
180382632,50,0.27
180382645,50,2.03
180382653,425,116.34
180382680,100,10
180382688,50,1.23
180382691,300,49.21
180382692,25,0
180382695,100,8.85
180382708,50,4.7
180382726,25,3.76
180382736,50,4
180382745,25,4
180382749,25,10.13
180382768,50,0
180382795,50,5.08
180382796,40,0
180382800,25,39.84
180382817,100,0.15
180382830,25,0
180382836,60,0
180382846,25,0
180382848,500,214.55
180382849,25,0
180382853,50,0.98
180382862,100,1.94
180382873,100,14.2
180382874,30,2.4
180382884,50,9.5
180382886,100,50.8
180382896,40,0
180382898,100,4.82
180382922,30,0
180382937,25,20.67
180382957,30,0
180382958,100,60
180382959,25,3.74
180382961,25,6.1
180382972,3550,570
180383018,100,13.58
180383042,50,5.46
180383085,100,19.12
180383086,30,16.74
180383096,25,0.95
180383098,50,2.13
180383101,50,1.38
180383104,100,7.39
180383105,50,4.6
180383107,50,14.3
180383116,200,56
180383127,30,0
180383155,25,3.51
180383171,50,3.71
180383182,40,0
180383192,50,0.5
180383194,30,2.12
180383201,100,6.67
180383211,50,8.5
180383281,50,34.05
180383291,100,26.25
180383425,100,59.67
180383448,200,204.5
180383518,30,0
180383523,50,0.21
180383526,100,2.18
180383542,50,23.34
180383549,40,8.48
180383554,25,4.89
180383579,100,18.33
180383584,30,0
180383597,50,10
180383607,50,3.65
180383622,50,8.35
180383633,25,0
180383640,100,33.72
180383653,50,0.83
180383657,30,0
180383660,100,12
180383674,100,4.72
180383681,50,93.33
180383684,25,2.03
180383689,50,3.35
180383715,100,11.32
180383733,50,0.3
180383741,25,0
180383742,300,93.09
180383743,50,10.19
180383746,100,12.32
180383747,100,20.98
180383755,25,0.75
180383756,100,9.43
180383757,950,224.14
180383766,100,11.46
180383788,30,0
180383788,100,8
180383820,25,6.89
180383823,100,27.21
180383825,100,2.04
180383826,100,2.07
180383829,50,1.5
180383852,50,1.07
180383871,25,0.33
180383891,50,11
180383917,25,0
180383930,100,17.6
180383941,50,7.33
180383963,100,3.07
180383974,50,4.12
180383990,100,16.4
180383999,30,0
180384011,25,9.18
180384013,100,3.24
180384017,50,1.42
180384060,225,50
180384070,225,47.05
180384072,50,15.5
180384077,30,1.87
180384082,600,88
180384086,25,0
180384087,216,23
180384107,100,18
180384127,25,0.34
180384152,50,1.46
180384159,100,9.5
180384182,82,22.23
180384190,25,3.63
180384221,50,12.41
180384226,25,4.63
180384231,50,5.27
180384236,25,0
180384241,50,3.3
180384244,25,4
180384247,200,61.28
180384248,100,14.18
180384263,50,1.11
180384280,50,4.01
180384302,25,0
180384321,25,0
180384324,200,8.85
180384340,500,120
180384362,25,0
180384362,50,43.04
180384365,150,7.18
180384376,25,4.2
180384378,50,14.64
180384379,100,19
180384397,100,0
180384400,50,3.49
180384403,25,0
180384406,50,0.99
180384416,100,28
180384429,25,0
180384430,100,538.64
180384431,50,1.31
180384440,100,5.52
180384456,40,0
180384462,30,0
180384470,100,12.53
180384480,25,1.39
180384485,30,0
180384490,25,1.68
180384515,100,22.93
180384523,200,39.69
180384531,100,18
180384552,100,18.55
180384573,50,4.41
180384595,30,0
180384596,50,11.3
180384600,200,20.94
180384626,25,0
180384630,50,12.15
180384649,50,10.02
180384656,100,4
180384657,25,0
180384674,100,1.56
180384685,25,7.65
180384700,250,3.98
180384706,50,1.89
180384708,25,1
180384711,100,116.25
180384713,25,0.08
180384714,100,44.77
180384725,100,18.83
180384730,30,2.44
180384750,25,3.56
180384753,25,0
180384760,1000,68.21
180384764,100,1.06
180384777,100,5.5
180384778,300,167.86
180384782,100,0
180384789,50,4.7
180384800,50,8
180384815,100,5.15
180384822,50,4.75
180384829,25,3.3
180384858,50,11.5
180384881,100,19.29
180384908,100,1.84
180384922,50,7
180384937,100,4
180384952,50,7.52
180384960,50,1.04
180384966,50,0.4
180384969,100,34.14
180384970,33,0
180384981,30,0
180384988,50,8
180384997,100,13
180385003,300,60
180385004,50,3.33
180385006,100,17.5
180385010,100,34.12
180385012,10000,1772.25
180385013,50,9.5
180385017,25,0
180385033,50,10.33
180385072,50,9.65
180385076,100,9.71
180385099,300,206.98
180385108,50,4.5
180385140,100,2.18
180385151,200,41.69
180385154,25,0.56
180385156,200,43.65
180385166,25,0
180385167,25,0.98
180385179,50,3.38
180385188,50,1.23
180385189,150,26.15
180385192,100,3.96
180385229,30,0
180385240,25,0
180385246,50,4.9
180385270,50,6.21
180385275,50,49.5
180385280,50,30.53
180385283,50,3.44
180385288,50,0.08
180385291,100,6.64
180385293,100,16
180385296,100,20
180385300,100,1.08
180385314,171,0
180385321,100,8.29
180385332,50,10
180385336,100,6.21
180385360,2000,259.2
180385363,500,172.25
180385373,50,8.58
180385379,500,50.16
180385380,300,24
180385384,150,33.34
180385394,50,11.33
180385395,100,4
180385401,300,31.75
180385404,100,25.12
180385409,50,4
180385413,25,0
180385425,25,0
180385440,40,0
180385442,50,8.2
180385456,100,36
180385461,50,10
180385464,25,2.35
180385471,100,56.15
180385486,100,23.79
180385489,30,0
180385490,25,0
180385513,25,3.79
180385543,100,3.95
180385548,25,4.49
180385549,25,4
180385569,25,4
180385586,83,21.76
180385600,30,0
180385605,30,0
180385617,100,3.38
180385620,200,22.03
180385624,200,42.84
180385630,500,76.5
180385678,25,22.86
180385678,300,77.5
180385678,50,39.7
180385679,25,0
180385686,25,5.5
180385693,50,0.9
180385701,50,2.87
180385729,28,7.8
180385734,30,0
180385752,400,3.33
180385765,25,6.03
180385772,50,0.46
180385784,50,13.41
180385812,50,4.83
180385816,50,26.29
180385823,50,6.25
180385840,25,0
180385842,30,3.33
180385847,25,4.2
